n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,ID,Predicted_MC,Old1
38,61,6,1,-417,1,9,499,0
40,96,6,0,-401,1,9,-419,0
41,64,6,0,478,1,9,-480,0
42,30,6,0,-442,1,9,-442,0
43,27,6,1,468,1,9,468,0
44,89,6,0,-460,1,9,-449,0
46,32,6,1,402,1,9,402,0
47,67,6,1,-447,1,9,473,0
48,86,6,1,-474,1,9,423,0
1,54,6,1,-416,0,10,409,0
2,42,6,1,421,0,10,421,0
3,84,6,1,-438,0,10,425,0
4,87,6,1,-452,0,10,499,0
5,68,6,0,-475,0,10,-404,0
7,19,6,0,-426,0,10,-426,0
8,91,6,0,444,0,10,-489,0
9,86,6,0,-413,0,10,-457,0
11,78,6,1,-421,0,10,411,0
12,52,6,0,-437,0,10,-437,0
13,27,6,0,-405,0,10,-405,0
14,29,6,1,408,0,10,408,0
15,96,6,0,-422,0,10,-412,0
17,56,6,0,-469,0,10,-475,0
18,5,6,1,500,0,10,500,0
19,54,6,0,-425,0,10,-491,0
20,63,6,0,-429,0,10,-429,0
21,10,6,1,470,0,10,470,0
22,77,6,0,-479,0,10,-479,0
24,45,6,0,-481,0,10,-483,0
25,33,6,0,-468,0,10,-468,0
27,46,6,1,450,0,10,450,0
28,9,6,1,484,0,10,484,0
29,14,6,1,443,0,10,443,0
30,9,6,1,407,0,10,407,0
32,43,6,1,453,0,10,453,0
33,93,6,1,-481,0,10,476,0
34,15,6,1,434,0,10,436,0
35,32,6,1,462,0,10,462,0
36,21,6,0,-411,0,10,-411,0
37,88,6,0,431,0,10,-436,0
38,31,6,1,479,0,10,479,0
40,51,6,0,-445,0,10,-445,0
41,80,6,1,473,0,10,461,0
42,3,6,0,-434,0,10,-434,0
43,8,6,1,471,0,10,471,0
44,22,6,0,-403,0,10,-403,0
46,21,6,0,-416,0,10,-406,0
47,69,6,0,-498,0,10,-403,0
48,63,6,0,-404,0,10,-404,0
1,22,6,0,-448,1,10,-448,0
2,99,6,0,-482,1,10,-493,0
3,15,6,1,460,1,10,460,0
4,24,6,0,-456,1,10,-456,0
5,23,6,0,-472,1,10,-432,0
7,75,6,1,-440,1,10,498,0
8,15,6,0,-451,1,10,-451,0
9,7,6,1,476,1,10,476,0
11,55,6,1,432,1,10,432,0
12,75,6,1,-441,1,10,421,0
13,15,6,0,-482,1,10,-482,0
14,76,6,0,-447,1,10,-447,0
15,50,6,0,-429,1,10,-429,0
17,70,6,1,471,1,10,481,0
18,91,6,1,480,1,10,488,0
19,14,6,1,461,1,10,461,0
20,91,6,0,467,1,10,-442,0
21,95,6,0,-423,1,10,-481,0
22,44,6,1,-404,1,10,439,0
24,55,6,1,458,1,10,458,0
25,46,6,1,482,1,10,482,0
27,28,6,1,440,1,10,440,0
28,12,6,1,-405,1,10,499,0
29,89,6,0,497,1,10,-413,0
30,45,6,1,491,1,10,491,0
32,86,6,1,-443,1,10,401,0
33,16,6,0,-437,1,10,-437,0
34,59,6,0,-439,1,10,-439,0
35,43,6,1,-454,1,10,452,0
36,41,6,0,-492,1,10,-493,0
37,88,6,1,-428,1,10,405,0
38,91,6,0,-408,1,10,-408,0
40,32,6,1,419,1,10,419,0
41,47,6,0,402,1,10,-488,0
42,49,6,0,-415,1,10,-473,0
43,76,6,1,491,1,10,484,0
44,31,6,1,434,1,10,434,0
46,56,6,1,-456,1,10,479,0
47,43,6,0,-430,1,10,-430,0
48,17,6,1,-498,1,10,400,0
1,32,4,0,-476,0,11,-454,0
2,8,4,0,-442,0,11,-442,0
3,17,4,1,400,0,11,400,0
4,63,3,0,-486,0,11,-486,0
5,23,4,1,500,0,11,500,0
7,7,3,0,-405,0,11,-405,0
8,46,5,1,468,0,11,451,0
9,35,4,1,456,0,11,456,0
11,45,3,1,464,0,11,471,0
12,76,4,1,430,0,11,424,0
13,17,3,1,441,0,11,441,0
14,91,4,0,-438,0,11,-497,0
15,82,5,1,-498,0,11,494,0
17,14,4,1,406,0,11,406,0
18,26,4,0,-468,0,11,-468,0
19,19,3,0,-498,0,11,-498,0
20,25,3,0,-460,0,11,-460,0
21,71,5,1,458,0,11,454,0
22,2,4,1,426,0,11,426,0
24,39,4,0,-494,0,11,-494,0
25,45,5,1,423,0,11,449,0
27,31,4,1,495,0,11,495,0
28,79,5,0,-497,0,11,-449,0
29,12,3,1,412,0,11,412,0
30,59,5,1,-448,0,11,420,0
32,47,4,0,-465,0,11,-482,0
33,57,3,1,493,0,11,493,0
34,1,3,0,-464,0,11,-464,0
35,18,3,1,420,0,11,420,0
36,83,4,0,-400,0,11,-494,0
37,91,4,1,475,0,11,455,0
38,65,4,1,482,0,11,482,0
40,98,5,1,453,0,11,435,0
41,17,5,0,-487,0,11,-487,0
42,55,5,0,471,0,11,-442,0
43,36,3,1,438,0,11,438,0
44,45,4,0,-411,0,11,-411,0
46,79,4,0,-454,0,11,-441,0
47,26,3,0,-465,0,11,-465,0
48,36,3,0,-442,0,11,-470,0
1,92,3,0,-441,1,11,-448,0
2,44,4,1,432,1,11,433,0
3,7,6,1,456,1,11,456,0
4,38,5,1,433,1,11,433,0
5,88,4,1,461,1,11,408,0
7,36,5,1,498,1,11,498,0
8,84,4,1,414,1,11,477,0
9,25,6,1,485,1,11,485,0
11,81,3,1,417,1,11,443,0
12,68,6,0,-490,1,11,-490,0
13,7,6,0,-495,1,11,-495,0
14,71,5,0,-444,1,11,-498,0
15,58,6,0,-459,1,11,-418,0
17,12,6,1,413,1,11,413,0
18,29,6,0,-482,1,11,-422,0
19,97,0,0,488,1,11,-463,0
20,63,0,1,-450,1,11,471,0
21,62,0,0,405,1,11,-441,0
22,71,5,0,-470,1,11,-470,0
24,18,6,0,-451,1,11,-451,0
25,87,0,0,466,1,11,-489,0
27,78,0,1,-483,1,11,442,0
28,47,0,0,490,1,11,-421,0
29,47,5,1,439,1,11,439,0
30,16,6,0,-433,1,11,-433,0
32,95,0,1,-435,1,11,416,0
33,90,4,0,-452,1,11,-416,0
34,31,0,1,-497,1,11,436,0
35,99,0,1,-490,1,11,459,0
36,84,0,0,443,1,11,-431,0
37,27,6,1,417,1,11,417,0
38,32,6,1,464,1,11,464,0
40,42,6,1,406,1,11,406,0
41,35,6,1,500,1,11,500,0
42,39,6,1,472,1,11,472,0
43,67,6,0,-486,1,11,-459,0
44,32,6,1,400,1,11,400,0
46,45,0,1,-479,1,11,451,0
47,39,6,0,-407,1,11,-454,0
48,44,6,1,409,1,11,409,0
1,11,5,1,465,0,12,465,0
2,8,5,1,454,0,12,454,0
3,63,5,0,-459,0,12,-467,0
4,62,1,1,-462,0,12,480,0
5,87,0,0,462,0,12,-453,0
7,75,5,1,405,0,12,419,0
8,76,4,1,482,0,12,482,0
9,9,6,0,-412,0,12,-412,0
11,60,5,0,-474,0,12,-463,0
12,82,1,0,417,0,12,-406,0
13,79,0,0,435,0,12,-408,0
14,9,2,1,499,0,12,423,0
15,38,5,1,468,0,12,468,0
17,99,4,0,-499,0,12,-470,0
18,70,3,1,437,0,12,486,0
19,33,6,1,420,0,12,420,0
20,62,5,1,490,0,12,417,0
21,21,6,1,421,0,12,421,0
22,61,6,0,-407,0,12,-407,0
24,16,6,0,-470,0,12,-470,0
25,81,0,1,-487,0,12,422,0
27,33,6,1,426,0,12,426,0
28,55,6,1,430,0,12,430,0
29,22,6,0,-460,0,12,-460,0
30,88,0,0,426,0,12,-409,0
32,45,6,1,403,0,12,403,0
33,83,6,0,-480,0,12,-480,0
34,37,0,0,479,0,12,-456,0
35,95,0,0,476,0,12,-461,0
36,54,4,1,460,0,12,400,0
37,88,0,0,498,0,12,-482,0
38,4,6,1,468,0,12,468,0
40,45,0,0,486,0,12,-407,0
41,62,0,1,-423,0,12,469,0
42,92,5,0,-412,0,12,-410,0
43,27,4,1,412,0,12,435,0
44,83,0,0,463,0,12,-473,0
46,3,6,1,403,0,12,403,0
47,53,4,1,422,0,12,401,0
48,2,6,0,-430,0,12,-430,0
1,27,6,0,440,1,12,-500,0
2,89,6,0,-481,1,12,-447,0
3,29,4,1,460,1,12,426,0
4,84,6,0,472,1,12,-475,0
5,9,1,1,486,1,12,486,0
7,79,4,1,484,1,12,480,0
8,37,6,0,417,1,12,-416,0
9,82,6,1,400,1,12,405,0
11,14,2,0,-446,1,12,-446,0
12,37,4,1,486,1,12,486,0
13,74,5,0,-455,1,12,-441,0
14,83,5,0,-492,1,12,-492,0
15,93,6,0,-433,1,12,-418,0
17,24,2,1,452,1,12,452,0
18,69,5,0,451,1,12,-430,0
19,71,4,0,-437,1,12,-498,0
20,2,1,0,-478,1,12,-478,0
21,5,1,1,433,1,12,433,0
22,7,1,1,497,1,12,497,0
24,33,3,1,420,1,12,420,0
25,51,6,0,448,1,12,-405,0
27,83,6,1,451,1,12,432,0
28,98,6,1,500,1,12,412,0
29,23,4,0,-416,1,12,-416,0
30,60,6,1,-478,1,12,449,0
32,67,6,1,-483,1,12,500,0
33,37,6,0,409,1,12,-500,0
34,15,3,1,462,1,12,462,0
35,77,5,0,-458,1,12,-412,0
36,5,1,0,-473,1,12,-473,0
37,36,4,1,428,1,12,481,0
38,44,5,1,478,1,12,478,0
40,94,6,0,445,1,12,-415,0
41,71,5,0,-490,1,12,-490,0
42,60,6,1,-484,1,12,493,0
43,40,6,1,-404,1,12,459,0
44,40,4,1,450,1,12,450,0
46,8,1,1,495,1,12,495,0
47,50,6,1,461,1,12,461,0
48,34,5,1,490,1,12,490,0
1,1,0,0,-450,0,13,-450,0
2,58,3,0,-492,0,13,-492,0
3,24,1,0,-400,0,13,-470,0
4,18,2,0,-493,0,13,-493,0
5,1,0,0,-403,0,13,-403,0
7,40,2,1,479,0,13,479,0
8,45,4,0,-439,0,13,-471,0
9,92,5,1,-453,0,13,500,0
11,53,4,1,469,0,13,473,0
12,45,4,0,-458,0,13,-458,0
13,47,4,0,-470,0,13,-426,0
14,48,4,0,-448,0,13,-457,0
15,58,5,1,467,0,13,467,0
17,36,3,0,-472,0,13,-472,0
18,84,5,1,-417,0,13,414,0
19,78,5,1,489,0,13,489,0
20,55,4,0,-422,0,13,-422,0
21,11,1,1,465,0,13,465,0
22,88,6,0,450,0,13,-437,0
24,3,0,0,-499,0,13,-499,0
25,88,6,0,475,0,13,-483,0
27,37,3,1,472,0,13,454,0
28,69,4,1,478,0,13,410,0
29,51,5,0,434,0,13,-429,0
30,99,6,0,-459,0,13,-438,0
32,85,6,0,494,0,13,-489,0
33,95,5,0,-435,0,13,-412,0
34,19,6,0,463,0,13,-423,0
35,77,4,0,-485,0,13,-485,0
36,27,2,0,-400,0,13,-400,0
37,1,0,0,-404,0,13,-404,0
38,89,5,1,406,0,13,455,0
40,91,5,0,-470,0,13,-473,0
41,66,4,0,-408,0,13,-408,0
42,89,5,1,440,0,13,463,0
43,99,5,0,-416,0,13,-432,0
44,63,4,0,-465,0,13,-451,0
46,60,4,1,455,0,13,407,0
47,4,1,1,490,0,13,490,0
48,48,4,0,-475,0,13,-475,0
1,67,6,0,-421,1,13,-421,0
2,62,6,0,-428,1,13,-487,0
3,23,6,1,435,1,13,435,0
4,59,6,1,449,1,13,449,0
5,80,6,0,433,1,13,-406,0
7,33,6,0,-428,1,13,-471,0
8,42,6,0,-400,1,13,-400,0
9,42,6,0,-453,1,13,-453,0
11,85,6,1,448,1,13,422,0
12,88,6,1,-495,1,13,429,0
13,35,6,0,-483,1,13,-483,0
14,83,6,0,-477,1,13,-452,0
15,3,6,0,-418,1,13,-418,0
17,83,6,0,-429,1,13,-423,0
18,94,6,0,462,1,13,-485,0
19,10,6,0,-468,1,13,-468,0
20,91,6,0,-493,1,13,-481,0
21,70,6,0,-500,1,13,-500,0
22,13,6,1,430,1,13,430,0
24,44,6,0,-488,1,13,-488,0
25,16,6,1,495,1,13,494,0
27,2,6,1,440,1,13,440,0
28,21,6,0,-473,1,13,-473,0
29,62,6,0,-480,1,13,-480,0
30,15,6,1,494,1,13,494,0
32,80,6,1,-413,1,13,479,0
33,1,6,0,-422,1,13,-422,0
34,13,6,1,400,1,13,400,0
35,56,6,1,413,1,13,400,0
36,77,6,1,447,1,13,479,0
37,98,6,0,475,1,13,-430,0
38,84,6,0,-425,1,13,-424,0
40,63,6,1,-494,1,13,496,0
41,49,6,0,484,1,13,-427,0
42,18,6,1,-443,1,13,473,0
43,61,6,0,477,1,13,-427,0
44,82,6,0,463,1,13,-438,0
46,23,6,1,416,1,13,471,0
47,69,6,1,-420,1,13,498,0
48,11,6,1,411,1,13,411,0
1,30,6,1,459,0,14,459,0
2,42,6,1,423,0,14,423,0
3,60,0,1,-453,0,14,473,0
4,31,6,1,456,0,14,456,0
5,2,0,0,-400,0,14,-400,0
7,15,0,0,-405,0,14,-405,0
8,73,0,0,-408,0,14,-408,0
9,85,0,0,-499,0,14,-409,0
11,23,0,1,-422,0,14,499,0
12,21,6,1,442,0,14,442,0
13,83,6,1,461,0,14,464,0
14,16,6,1,440,0,14,440,0
15,18,0,0,-432,0,14,-432,0
17,16,6,1,492,0,14,492,0
18,40,6,0,485,0,14,-428,0
19,51,6,0,460,0,14,-420,0
20,86,0,0,-405,0,14,-405,0
21,94,0,1,-451,0,14,438,0
22,67,6,1,500,0,14,500,0
24,39,0,0,-486,0,14,-406,0
25,97,6,0,444,0,14,-400,0
27,32,0,0,-432,0,14,-432,0
28,5,0,0,-489,0,14,-489,0
29,61,0,0,-413,0,14,-443,0
30,93,0,1,-428,0,14,411,0
32,19,0,0,-452,0,14,-406,0
33,92,6,1,487,0,14,487,0
34,50,0,0,-489,0,14,-474,0
35,70,0,0,-453,0,14,-452,0
36,99,6,1,407,0,14,461,0
37,73,0,0,-464,0,14,-472,0
38,58,6,1,491,0,14,435,0
40,99,0,0,-419,0,14,-415,0
41,26,0,0,-484,0,14,-484,0
42,6,0,0,-408,0,14,-408,0
43,1,6,1,485,0,14,485,0
44,31,6,1,435,0,14,443,0
46,46,0,0,-453,0,14,-489,0
47,1,0,0,-408,0,14,-408,0
48,16,0,0,-433,0,14,-433,0
1,11,6,1,417,1,14,417,0
2,20,6,1,443,1,14,453,0
3,36,6,0,-408,1,14,-408,0
4,39,6,0,467,1,14,-495,0
5,73,6,1,403,1,14,421,0
7,77,6,1,-459,1,14,445,0
8,98,6,0,-410,1,14,-465,0
9,29,6,1,434,1,14,434,0
11,68,6,1,490,1,14,409,0
12,68,6,0,489,1,14,-418,0
13,45,6,0,458,1,14,-406,0
14,48,6,1,417,1,14,464,0
15,12,6,0,-490,1,14,-490,0
17,75,6,0,470,1,14,-455,0
18,42,6,0,-481,1,14,-481,0
19,31,6,1,447,1,14,447,0
20,33,6,1,470,1,14,470,0
21,99,6,1,410,1,14,458,0
22,77,6,1,-406,1,14,494,0
24,33,6,1,460,1,14,460,0
25,38,6,1,479,1,14,479,0
27,61,6,0,474,1,14,-497,0
28,67,6,1,-491,1,14,417,0
29,67,6,0,-480,1,14,-480,0
30,37,6,0,-488,1,14,-488,0
32,44,6,1,486,1,14,500,0
33,55,6,0,451,1,14,-466,0
34,94,6,0,431,1,14,-452,0
35,85,6,0,473,1,14,-453,0
36,2,6,0,-490,1,14,-490,0
37,29,6,0,412,1,14,-451,0
38,59,6,0,-426,1,14,-426,0
40,34,6,0,-479,1,14,-479,0
41,38,6,0,-476,1,14,-476,0
42,95,6,1,426,1,14,401,0
43,78,6,1,-493,1,14,404,0
44,40,6,1,-427,1,14,480,0
46,46,6,0,464,1,14,-403,0
47,66,6,0,468,1,14,-488,0
48,62,6,0,-451,1,14,-451,0
1,27,6,1,-422,0,15,416,0
2,89,6,0,-469,0,15,-469,0
3,56,6,1,-460,0,15,422,0
4,35,6,1,444,0,15,425,0
5,66,5,1,-429,0,15,432,0
7,45,6,0,-486,0,15,-486,0
8,46,6,0,-437,0,15,-437,0
9,9,6,0,-410,0,15,-410,0
11,65,6,0,-465,0,15,-446,0
12,67,5,1,-430,0,15,493,0
13,45,6,1,494,0,15,494,0
14,82,6,1,-441,0,15,416,0
15,41,5,1,-477,0,15,409,0
17,62,6,0,-455,0,15,-481,0
18,62,6,1,432,0,15,432,0
19,34,6,1,430,0,15,401,0
20,94,6,1,-458,0,15,429,0
21,88,6,1,-430,0,15,459,0
22,90,6,1,-493,0,15,458,0
24,38,6,1,445,0,15,468,0
25,87,6,1,468,0,15,454,0
27,48,6,0,-431,0,15,-431,0
28,11,6,0,-440,0,15,-440,0
29,76,6,1,451,0,15,451,0
30,92,5,0,483,0,15,-424,0
32,75,6,0,-413,0,15,-442,0
33,95,6,1,437,0,15,479,0
34,57,6,0,-412,0,15,-445,0
35,78,6,0,-417,0,15,-471,0
36,4,6,1,490,0,15,490,0
37,23,6,0,-468,0,15,-468,0
38,39,5,1,-453,0,15,465,0
40,85,5,1,415,0,15,468,0
41,32,6,0,-488,0,15,-488,0
42,65,5,1,431,0,15,431,0
43,60,6,0,-457,0,15,-457,0
44,44,6,1,408,0,15,457,0
46,54,6,0,-429,0,15,-429,0
47,3,5,1,416,0,15,416,0
48,47,6,1,446,0,15,446,0
1,18,4,0,-426,1,15,-426,0
2,12,4,0,-465,1,15,-465,0
3,87,3,1,-484,1,15,474,0
4,67,2,0,-408,1,15,-408,0
5,55,3,0,-437,1,15,-437,0
7,90,2,0,-492,1,15,-492,0
8,18,5,1,467,1,15,467,0
9,32,5,1,449,1,15,449,0
11,13,6,1,500,1,15,500,0
12,62,3,0,-419,1,15,-419,0
13,22,1,1,-409,1,15,458,0
14,74,1,1,-438,1,15,490,0
15,93,4,1,473,1,15,451,0
17,65,2,0,-420,1,15,-420,0
18,67,6,1,467,1,15,467,0
19,28,4,1,410,1,15,410,0
20,39,4,1,402,1,15,402,0
21,47,3,0,-493,1,15,-493,0
22,63,3,1,403,1,15,482,0
24,99,0,1,449,1,15,494,0
25,57,3,1,452,1,15,430,0
27,17,5,0,-484,1,15,-484,0
28,64,2,0,-447,1,15,-447,0
29,20,4,0,-448,1,15,-448,0
30,66,5,0,429,1,15,-444,0
32,73,0,1,-478,1,15,474,0
33,73,2,0,-475,1,15,-475,0
34,16,3,0,-497,1,15,-497,0
35,88,5,0,414,1,15,-424,0
36,92,2,0,-493,1,15,-434,0
37,52,2,0,-497,1,15,-497,0
38,67,5,1,411,1,15,412,0
40,44,4,0,-468,1,15,-468,0
41,42,3,0,-485,1,15,-485,0
42,18,2,0,-441,1,15,-441,0
43,57,6,1,453,1,15,453,0
44,51,5,1,402,1,15,402,0
46,71,6,1,482,1,15,482,0
47,56,1,0,-456,1,15,-445,0
48,58,5,1,427,1,15,427,0
1,7,1,0,-417,0,16,-417,0
2,71,4,0,-442,0,16,-484,0
3,1,5,0,-478,0,16,-478,0
4,22,6,1,463,0,16,463,0
5,82,4,0,-437,0,16,-437,0
7,95,5,0,455,0,16,-476,0
8,94,4,0,-498,0,16,-485,0
9,6,5,1,448,0,16,448,0
11,13,6,1,479,0,16,479,0
12,3,6,0,-456,0,16,-456,0
13,81,4,1,477,0,16,442,0
14,35,5,0,-464,0,16,-464,0
15,32,3,0,405,0,16,-493,0
17,21,4,0,-500,0,16,-500,0
18,53,4,1,496,0,16,426,0
19,28,4,0,-438,0,16,-438,0
20,4,6,1,494,0,16,494,0
21,48,4,0,428,0,16,-490,0
22,54,3,0,443,0,16,-460,0
24,34,5,1,410,0,16,410,0
25,72,4,0,496,0,16,-446,0
27,78,1,0,-433,0,16,-417,0
28,1,4,0,-462,0,16,-462,0
29,68,3,1,-423,0,16,428,0
30,98,4,0,462,0,16,-429,0
32,46,3,0,-402,0,16,-402,0
33,59,4,1,437,0,16,437,0
34,84,1,0,-496,0,16,-496,0
35,60,2,0,-450,0,16,-409,0
36,90,3,0,439,0,16,-451,0
37,52,2,0,-474,0,16,-448,0
38,60,5,1,420,0,16,420,0
40,87,4,1,460,0,16,492,0
41,30,5,1,404,0,16,404,0
42,34,4,1,430,0,16,479,0
43,8,5,0,-416,0,16,-416,0
44,7,5,0,-459,0,16,-459,0
46,90,1,1,-401,0,16,485,0
47,76,2,1,428,0,16,477,0
48,48,1,1,-474,0,16,461,0
1,33,4,0,-476,1,16,-476,0
2,96,0,0,463,1,16,-411,0
3,38,4,0,-499,1,16,-499,0
4,69,3,0,-487,1,16,-428,0
5,86,3,1,462,1,16,467,0
7,65,2,0,-426,1,16,-468,0
8,98,0,0,500,1,16,-457,0
9,38,5,1,402,1,16,402,0
11,88,0,0,451,1,16,-481,0
12,90,1,0,-417,1,16,-440,0
13,53,4,1,420,1,16,420,0
14,72,1,0,424,1,16,-480,0
15,5,6,0,-446,1,16,-446,0
17,78,3,1,498,1,16,498,0
18,5,6,1,456,1,16,456,0
19,47,4,0,-402,1,16,-402,0
20,78,3,1,402,1,16,402,0
21,38,4,0,-429,1,16,-442,0
22,56,1,0,426,1,16,-468,0
24,43,5,0,-456,1,16,-456,0
25,58,4,1,487,1,16,487,0
27,9,6,0,-480,1,16,-480,0
28,20,5,0,-473,1,16,-434,0
29,67,3,1,463,1,16,463,0
30,95,1,0,-401,1,16,-444,0
32,72,1,0,-425,1,16,-465,0
33,34,5,0,-472,1,16,-472,0
34,24,6,1,492,1,16,492,0
35,33,5,0,-489,1,16,-489,0
36,48,4,1,490,1,16,488,0
37,54,3,0,-405,1,16,-447,0
38,82,2,1,417,1,16,407,0
40,7,6,1,454,1,16,454,0
41,48,4,0,-451,1,16,-474,0
42,37,4,1,409,1,16,409,0
43,84,2,1,475,1,16,475,0
44,29,5,1,425,1,16,425,0
46,49,3,0,-429,1,16,-417,0
47,89,1,1,482,1,16,402,0
48,22,5,0,-454,1,16,-429,0
1,72,2,0,455,0,17,-413,0
2,44,3,0,-434,0,17,-434,0
3,91,1,1,498,0,17,469,0
4,70,2,0,496,0,17,-432,0
5,18,6,0,-403,0,17,-403,0
7,61,2,0,-407,0,17,-465,0
8,86,1,0,-406,0,17,-425,0
9,34,5,1,460,0,17,441,0
11,82,1,0,-415,0,17,-465,0
12,34,4,0,-453,0,17,-462,0
13,14,6,1,437,0,17,437,0
14,56,2,0,414,0,17,-486,0
15,73,1,0,467,0,17,-473,0
17,64,2,0,459,0,17,-437,0
18,18,5,0,-494,0,17,-411,0
19,64,3,1,483,0,17,483,0
20,48,2,0,453,0,17,-450,0
21,62,3,1,500,0,17,414,0
22,97,0,1,-493,0,17,463,0
24,41,5,1,417,0,17,417,0
25,91,2,1,445,0,17,445,0
27,30,6,0,-443,0,17,-443,0
28,71,2,1,484,0,17,452,0
29,33,3,0,420,0,17,-472,0
30,65,1,0,409,0,17,-451,0
32,91,1,1,467,0,17,426,0
33,59,2,0,483,0,17,-402,0
34,96,0,1,-428,0,17,466,0
35,18,6,1,458,0,17,458,0
36,93,0,1,-404,0,17,405,0
37,84,1,0,408,0,17,-489,0
38,61,3,0,-433,0,17,-433,0
40,55,4,1,480,0,17,480,0
41,94,0,0,497,0,17,-442,0
42,88,2,0,-423,0,17,-423,0
43,64,3,1,450,0,17,489,0
44,93,2,0,-409,0,17,-415,0
46,45,4,1,457,0,17,457,0
47,30,6,1,416,0,17,416,0
48,4,6,1,441,0,17,441,0
1,66,5,1,497,1,17,428,0
2,77,6,0,-419,1,17,-419,0
3,98,6,1,457,1,17,433,0
4,99,5,0,416,1,17,-410,0
5,9,2,0,-419,1,17,-419,0
7,19,3,0,-412,1,17,-405,0
8,86,6,1,470,1,17,422,0
9,97,6,1,-486,1,17,417,0
11,38,6,0,474,1,17,-408,0
12,43,6,1,461,1,17,461,0
13,23,5,1,-488,1,17,407,0
14,65,6,1,460,1,17,436,0
15,70,5,0,483,1,17,-467,0
17,72,6,1,498,1,17,498,0
18,3,1,1,473,1,17,473,0
19,92,6,1,419,1,17,450,0
20,31,4,1,480,1,17,480,0
21,31,4,0,-446,1,17,-446,0
22,83,6,1,462,1,17,489,0
24,16,2,1,405,1,17,425,0
25,78,6,1,-475,1,17,423,0
27,56,6,0,436,1,17,-441,0
28,85,5,1,-408,1,17,474,0
29,58,6,0,-402,1,17,-402,0
30,7,2,1,-410,1,17,472,0
32,13,0,0,-440,1,17,-440,0
33,30,2,0,-487,1,17,-434,0
34,37,4,0,-447,1,17,-447,0
35,24,3,1,403,1,17,403,0
36,48,6,0,-462,1,17,-462,0
37,54,6,1,490,1,17,490,0
38,51,6,1,-416,1,17,496,0
40,23,1,1,482,1,17,464,0
41,48,6,0,-465,1,17,-487,0
42,1,0,1,479,1,17,479,0
43,33,5,0,-491,1,17,-491,0
44,9,1,1,-406,1,17,472,0
46,70,5,0,406,1,17,-464,0
47,14,2,1,475,1,17,475,0
48,77,5,0,471,1,17,-427,0
1,81,2,0,-418,0,18,-418,0
2,74,1,1,-462,0,18,449,0
3,76,0,0,-424,0,18,-424,0
4,37,2,0,-424,0,18,-424,0
5,59,5,1,466,0,18,466,0
7,58,5,1,423,0,18,419,0
8,93,6,0,403,0,18,-482,0
9,12,1,1,403,0,18,403,0
11,85,4,0,400,0,18,-452,0
12,28,2,1,482,0,18,482,0
13,68,5,1,402,0,18,402,0
14,42,0,0,-489,0,18,-489,0
15,42,0,0,-450,0,18,-450,0
17,75,1,0,-413,0,18,-413,0
18,9,4,1,429,0,18,429,0
19,7,5,1,457,0,18,457,0
20,61,5,1,425,0,18,447,0
21,44,6,1,460,0,18,460,0
22,43,0,1,-459,0,18,484,0
24,15,3,1,456,0,18,500,0
25,87,6,0,447,0,18,-421,0
27,32,4,1,483,0,18,483,0
28,20,0,0,-419,0,18,-419,0
29,69,2,1,-454,0,18,447,0
30,99,6,0,473,0,18,-412,0
32,57,1,1,-440,0,18,430,0
33,24,5,1,428,0,18,428,0
34,76,6,1,474,0,18,474,0
35,17,0,0,-411,0,18,-403,0
36,15,4,1,491,0,18,491,0
37,22,2,1,420,0,18,420,0
38,43,6,0,441,0,18,-440,0
40,45,5,0,473,0,18,-493,0
41,37,6,1,451,0,18,451,0
42,67,0,0,-487,0,18,-487,0
43,2,0,1,465,0,18,465,0
44,88,2,1,-412,0,18,475,0
46,36,0,1,-477,0,18,482,0
47,63,0,1,-447,0,18,463,0
48,48,0,0,-451,0,18,-451,0
1,55,6,1,478,1,18,458,0
2,84,6,1,406,1,18,442,0
3,90,6,1,410,1,18,487,0
4,74,6,0,-416,1,18,-453,0
5,46,6,0,-472,1,18,-472,0
7,51,6,0,-428,1,18,-428,0
8,62,6,0,-409,1,18,-447,0
9,37,6,1,480,1,18,480,0
11,93,6,0,-412,1,18,-412,0
12,40,6,0,437,1,18,-466,0
13,93,6,0,-474,1,18,-500,0
14,10,6,0,-419,1,18,-419,0
15,6,6,0,-437,1,18,-437,0
17,29,6,1,490,1,18,490,0
18,35,6,0,-400,1,18,-400,0
19,52,6,1,-483,1,18,424,0
20,96,6,1,449,1,18,443,0
21,61,6,1,441,1,18,441,0
22,37,6,0,422,1,18,-477,0
24,31,6,0,-439,1,18,-439,0
25,14,6,1,407,1,18,407,0
27,27,6,0,478,1,18,-473,0
28,12,6,1,427,1,18,427,0
29,66,6,0,468,1,18,-492,0
30,29,6,0,-493,1,18,-493,0
32,24,6,1,466,1,18,466,0
33,97,6,0,500,1,18,-446,0
34,19,6,0,-484,1,18,-466,0
35,49,6,1,427,1,18,427,0
36,33,6,1,439,1,18,439,0
37,94,6,0,-449,1,18,-449,0
38,53,6,1,423,1,18,423,0
40,22,6,0,-437,1,18,-437,0
41,47,6,0,-497,1,18,-497,0
42,43,6,1,422,1,18,422,0
43,67,6,0,-442,1,18,-442,0
44,41,6,1,415,1,18,492,0
46,36,6,1,479,1,18,474,0
47,25,6,0,-413,1,18,-458,0
48,3,6,0,-471,1,18,-471,0
1,3,6,0,-489,0,19,-489,0
2,82,6,1,476,0,19,476,0
3,99,6,1,-462,0,19,495,0
4,45,6,1,432,0,19,432,0
5,39,6,1,-455,0,19,485,0
