n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr
21,23,6,0,436,0
22,51,3,1,471,0
24,50,5,1,431,0
25,1,6,1,439,0
27,61,1,1,-490,0
28,89,5,0,-401,0
29,42,6,0,-407,0
30,84,3,1,-485,0
32,58,2,1,408,0
33,37,5,0,-441,0
34,79,4,1,-469,0
35,1,6,0,-444,0
36,10,6,1,419,0
37,51,4,0,-411,0
38,83,2,1,-427,0
40,54,6,0,-403,0
41,20,5,0,-498,0
42,51,2,1,405,0
43,33,6,1,456,0
44,58,2,0,495,0
46,23,6,1,436,0
47,94,4,1,408,0
48,59,1,0,478,0
1,17,6,1,427,1
2,20,6,1,468,1
3,5,1,0,-421,1
4,85,2,0,-457,1
5,51,4,0,459,1
7,55,3,1,487,1
8,19,6,1,470,1
9,28,5,1,441,1
11,11,1,0,-459,1
12,34,4,1,-455,1
13,41,2,0,-424,1
14,9,6,1,441,1
15,53,2,0,-495,1
17,40,4,0,425,1
18,10,6,1,405,1
19,24,6,1,488,1
20,71,2,0,-406,1
21,63,5,0,404,1
22,31,5,1,415,1
24,18,6,1,438,1
25,26,2,0,-476,1
27,1,0,0,-481,1
28,95,6,0,424,1
29,45,3,1,-448,1
30,59,2,0,-500,1
32,24,2,0,-469,1
33,63,4,0,462,1
34,21,4,1,499,1
35,66,4,0,-423,1
36,92,0,1,-451,1
37,21,2,0,-418,1
38,95,0,1,446,1
40,19,2,0,-481,1
41,86,2,1,448,1
42,12,2,0,-467,1
43,34,4,1,455,1
44,56,3,1,473,1
46,28,5,1,455,1
47,98,6,0,407,1
48,65,3,1,410,1
1,89,1,1,-475,0
2,63,2,1,-418,0
3,79,6,0,429,0
4,70,3,0,-445,0
5,87,6,0,456,0
7,94,0,1,-405,0
8,39,4,1,-482,0
9,95,0,1,-445,0
11,8,6,1,498,0
12,2,0,0,-498,0
13,92,6,0,412,0
14,59,4,0,-430,0
15,2,6,1,421,0
17,94,0,1,-494,0
18,36,2,0,-402,0
19,1,0,0,-416,0
20,89,0,1,-477,0
21,91,6,0,465,0
22,94,0,1,-498,0
24,12,0,0,-451,0
25,5,0,0,-429,0
27,25,5,1,406,0
28,49,4,1,420,0
29,33,3,1,-467,0
30,81,2,1,487,0
32,86,0,0,-442,0
33,29,0,0,-423,0
34,72,5,0,-405,0
35,15,2,0,470,0
36,95,6,0,489,0
37,76,2,1,423,0
38,46,4,1,482,0
40,75,2,1,428,0
41,18,6,1,457,0
42,31,2,0,-435,0
43,51,3,1,401,0
44,59,2,1,-435,0
46,39,2,0,-485,0
47,83,2,1,471,0
48,49,3,1,-426,0
1,82,6,0,-436,1
2,9,6,1,445,1
3,79,6,1,486,1
4,95,6,1,-416,1
5,2,6,1,453,1
7,53,6,0,455,1
8,67,6,0,-453,1
9,34,6,0,-458,1
11,45,6,1,446,1
12,79,6,1,-500,1
13,16,6,0,-419,1
14,43,6,1,413,1
15,12,6,1,402,1
17,33,6,1,-473,1
18,72,6,0,424,1
19,18,6,0,-473,1
20,18,6,1,491,1
21,64,6,1,-479,1
22,78,6,1,456,1
24,87,6,0,420,1
25,12,6,0,-441,1
27,17,6,1,484,1
28,13,6,1,458,1
29,58,6,0,-460,1
30,48,6,1,-450,1
32,80,6,0,-434,1
33,36,6,1,421,1
34,84,6,1,-444,1
35,62,6,0,-424,1
36,4,6,0,-409,1
37,94,6,0,416,1
38,6,6,1,415,1
40,55,6,1,484,1
41,77,6,0,-467,1
42,37,6,1,457,1
43,39,6,1,-409,1
44,60,6,1,-495,1
46,50,6,1,-473,1
47,66,6,0,-481,1
48,19,6,1,452,1
1,65,6,0,488,0
2,88,6,1,497,0
3,33,6,1,485,0
4,88,0,1,-436,0
5,52,6,0,476,0
7,4,0,0,-461,0
8,85,0,1,-459,0
9,7,0,0,-453,0
11,94,6,1,426,0
12,69,6,0,414,0
13,69,0,0,-494,0
14,10,0,0,-475,0
15,27,6,1,429,0
17,9,6,1,437,0
18,80,6,1,412,0
19,24,0,0,-422,0
20,20,6,1,481,0
21,71,6,1,465,0
22,86,6,1,444,0
24,85,6,1,476,0
25,20,0,0,-484,0
27,66,0,0,-466,0
28,72,0,0,-412,0
29,15,6,1,418,0
30,48,0,0,-407,0
32,78,0,0,-474,0
33,74,0,1,-427,0
34,59,0,0,-431,0
35,8,6,1,462,0
36,85,0,0,-442,0
37,51,6,0,482,0
38,19,6,1,466,0
40,88,6,1,496,0
41,45,6,1,495,0
42,40,6,1,416,0
43,84,0,1,-497,0
44,14,0,0,-426,0
46,13,6,1,461,0
47,16,6,0,405,0
48,7,6,1,466,0
1,30,3,0,-401,1
2,80,2,0,-483,1
3,90,6,1,-459,1
4,65,4,0,-436,1
5,91,5,0,-487,1
7,1,1,0,-490,1
8,20,2,1,415,1
9,67,3,1,493,1
11,77,3,1,485,1
12,64,1,1,418,1
13,3,2,0,488,1
14,43,1,1,427,1
15,14,1,0,-436,1
17,51,4,1,438,1
18,97,4,0,-456,1
19,39,3,0,-453,1
20,77,6,0,459,1
21,61,3,1,488,1
22,16,4,0,-435,1
24,37,4,1,-417,1
25,54,3,1,441,1
27,66,4,1,410,1
28,1,3,1,437,1
29,13,5,0,-407,1
30,29,5,0,-446,1
32,5,5,0,-405,1
33,98,4,1,460,1
34,87,5,0,425,1
35,84,4,0,-450,1
36,91,5,0,-434,1
37,42,3,1,407,1
38,85,1,1,480,1
40,89,5,0,-472,1
41,76,3,1,462,1
42,72,6,1,-481,1
43,12,1,1,421,1
44,6,1,1,420,1
46,34,2,1,483,1
47,41,2,1,425,1
48,82,5,1,-483,1
1,82,3,1,-481,0
2,19,5,1,445,0
3,53,2,0,-466,0
4,80,3,1,-439,0
5,11,5,1,465,0
7,24,5,0,432,0
8,66,5,0,428,0
9,17,5,1,451,0
11,21,2,0,-434,0
12,66,4,1,413,0
13,18,3,0,-444,0
14,34,3,0,-456,0
15,4,2,0,-434,0
17,38,3,1,-476,0
18,12,4,1,492,0
19,35,2,0,-482,0
20,68,2,0,-473,0
21,19,1,0,-406,0
22,35,1,1,-482,0
24,88,4,1,455,0
25,98,3,0,420,0
27,26,2,0,-449,0
28,70,3,1,465,0
29,87,4,1,458,0
30,32,4,1,435,0
32,3,4,1,500,0
33,5,4,1,453,0
34,39,1,0,-433,0
35,25,4,1,489,0
36,71,4,1,443,0
37,15,4,1,427,0
38,16,2,0,-487,0
40,52,1,0,-440,0
41,78,1,1,-436,0
42,42,1,0,-446,0
43,86,1,1,-427,0
44,78,4,1,439,0
46,60,1,0,-436,0
47,63,3,1,-446,0
48,6,3,0,-404,0
1,45,2,1,-498,1
2,84,5,1,460,1
3,50,3,1,-487,1
4,11,6,0,-413,1
5,78,3,0,427,1
7,35,6,1,441,1
8,73,6,1,488,1
9,21,6,1,491,1
11,26,6,0,-421,1
12,71,3,1,404,1
13,89,4,0,-425,1
14,83,6,1,452,1
15,13,5,1,455,1
17,93,6,1,-448,1
18,23,4,1,429,1
19,23,5,0,-417,1
20,31,5,1,406,1
21,18,4,1,450,1
22,51,5,0,-426,1
24,23,3,0,-414,1
25,99,5,0,-422,1
27,67,6,1,-428,1
28,27,3,1,499,1
29,96,6,0,405,1
30,29,4,1,409,1
32,41,4,0,-413,1
33,63,5,0,484,1
34,62,5,0,-455,1
35,86,5,1,-444,1
36,69,6,1,414,1
37,26,6,1,457,1
38,37,5,0,-447,1
40,72,4,0,-493,1
41,63,4,0,-465,1
42,95,2,1,426,1
43,5,2,0,-415,1
44,19,3,1,407,1
46,78,4,0,407,1
47,18,2,1,489,1
48,41,3,1,413,1
1,20,6,0,461,0
2,62,6,1,467,0
3,7,3,0,-427,0
4,32,6,1,-411,0
5,36,4,0,-440,0
7,65,3,1,468,0
8,66,4,0,-424,0
9,5,3,0,-442,0
11,32,5,0,-474,0
12,50,2,0,-480,0
13,69,4,0,-458,0
14,33,3,0,-456,0
15,85,5,0,417,0
17,29,5,1,-444,0
18,7,3,1,426,0
19,83,5,0,477,0
20,10,3,1,427,0
21,35,4,0,-440,0
22,2,2,1,455,0
24,12,5,0,-437,0
25,13,1,1,464,0
27,51,3,1,437,0
28,64,5,0,-423,0
29,71,4,0,-465,0
30,27,3,0,-454,0
32,18,0,0,-460,0
33,25,4,0,-407,0
34,1,3,1,457,0
35,66,3,0,-483,0
36,41,2,0,-491,0
37,42,2,1,423,0
38,10,4,0,-448,0
40,64,2,1,-424,0
41,89,4,0,-495,0
42,11,4,1,423,0
43,75,5,0,496,0
44,43,4,0,-411,0
46,70,3,1,461,0
47,47,3,1,495,0
48,30,2,1,495,0
1,84,3,0,-493,1
2,46,3,1,480,1
3,41,3,0,-470,1
4,31,6,1,475,1
5,98,0,1,448,1
7,7,0,1,412,1
8,45,0,1,488,1
9,70,3,1,-424,1
11,14,3,0,-478,1
12,52,3,1,-403,1
13,95,6,1,434,1
14,65,3,0,-462,1
15,3,3,0,-413,1
17,15,3,1,488,1
18,76,3,0,-442,1
19,84,3,0,494,1
20,71,3,1,-499,1
21,49,3,1,434,1
22,66,3,0,-420,1
24,71,3,1,-417,1
25,21,3,0,-485,1
27,20,3,1,487,1
28,5,3,0,-452,1
29,98,3,1,466,1
30,17,3,0,-408,1
32,57,3,0,-428,1
33,81,3,1,492,1
34,55,3,0,485,1
35,64,3,1,-460,1
36,55,3,1,416,1
37,26,3,0,440,1
38,86,3,0,485,1
40,68,3,1,412,1
41,75,3,1,-401,1
42,87,3,0,-422,1
43,93,3,1,-400,1
44,85,3,1,498,1
46,63,3,1,411,1
47,18,3,0,-410,1
48,6,3,1,453,1
1,31,3,0,-453,0
2,20,3,1,406,0
3,16,3,1,454,0
4,85,3,1,-470,0
5,13,3,0,-455,0
7,97,3,0,-466,0
8,41,3,1,400,0
9,97,3,1,406,0
11,56,3,1,-498,0
12,3,3,0,-422,0
13,41,3,0,-400,0
14,69,3,1,-494,0
15,79,3,0,476,0
17,49,4,1,439,0
18,2,3,1,433,0
19,33,3,1,481,0
20,78,3,1,424,0
21,27,3,1,438,0
22,60,3,1,456,0
24,90,3,0,493,0
25,89,3,0,-496,0
27,65,3,0,-400,0
28,42,3,0,-426,0
29,26,3,0,-436,0
30,49,3,1,435,0
32,33,3,0,422,0
33,46,3,0,-402,0
34,87,3,1,454,0
35,94,3,1,441,0
36,24,3,0,-418,0
37,38,3,0,-410,0
38,78,3,0,-400,0
40,33,3,0,-490,0
41,18,3,0,-493,0
42,94,3,1,452,0
43,59,3,0,-405,0
44,12,3,0,-444,0
46,59,3,0,-455,0
47,50,3,1,440,0
48,53,3,1,-413,0
1,49,6,1,438,1
2,82,6,1,451,1
3,98,6,1,419,1
4,5,6,1,453,1
5,4,6,1,436,1
7,81,6,1,498,1
8,18,6,1,458,1
9,18,6,0,-441,1
11,15,6,0,-471,1
12,32,6,1,417,1
13,74,6,0,-422,1
14,43,6,0,-475,1
15,30,6,1,-459,1
17,96,6,0,475,1
18,77,6,0,455,1
19,98,6,1,451,1
20,40,6,1,408,1
21,96,6,0,476,1
22,16,6,1,438,1
24,88,6,1,-435,1
25,51,6,0,-422,1
27,31,6,1,482,1
28,57,6,1,402,1
29,64,6,0,412,1
30,81,6,0,-411,1
32,93,6,0,-457,1
33,87,6,1,-411,1
34,81,6,1,450,1
35,43,6,0,-492,1
36,66,6,0,-486,1
37,19,6,0,-453,1
38,81,6,0,-409,1
40,21,6,0,-497,1
41,12,6,0,-454,1
42,55,6,0,-405,1
43,71,6,0,-442,1
44,20,6,0,-443,1
46,28,6,0,-462,1
47,89,6,0,422,1
48,76,6,0,-425,1
1,61,0,0,470,0
2,61,0,1,422,0
3,18,0,0,-434,0
4,11,0,1,466,0
5,29,0,0,-490,0
7,59,0,1,401,0
8,18,0,1,457,0
9,65,0,0,480,0
11,93,0,0,-486,0
12,65,0,0,-404,0
13,51,0,1,405,0
14,54,0,1,-411,0
15,82,0,0,-402,0
17,18,0,0,-459,0
18,7,0,0,-490,0
19,31,0,0,-420,0
20,97,0,0,-432,0
21,91,0,0,-423,0
22,72,0,1,495,0
24,27,0,1,402,0
25,95,0,1,-449,0
27,18,0,1,-427,0
28,48,0,0,429,0
29,99,0,1,478,0
30,8,0,0,-467,0
32,72,0,1,454,0
33,65,0,0,436,0
34,24,0,1,-451,0
35,98,0,0,-416,0
36,77,0,0,-418,0
37,38,0,0,-491,0
38,2,0,0,-471,0
40,6,0,0,-485,0
41,84,0,1,419,0
42,73,0,0,-491,0
43,22,0,1,421,0
44,8,0,1,474,0
46,9,0,0,-444,0
47,66,0,0,-475,0
48,75,0,1,480,0
1,22,6,0,-470,1
2,9,6,1,495,1
3,28,0,1,-421,1
4,73,0,1,-490,1
5,10,6,1,429,1
7,88,6,0,467,1
8,82,6,0,492,1
9,17,0,0,-488,1
11,71,0,1,-498,1
12,99,0,0,-426,1
13,62,0,0,-411,1
14,13,6,1,472,1
15,33,0,0,-470,1
17,9,0,0,-475,1
18,36,6,1,470,1
19,59,0,0,-491,1
20,1,6,0,-401,1
21,13,6,1,465,1
22,15,0,1,462,1
24,75,0,1,-499,1
25,61,3,0,-416,1
27,92,6,1,452,1
28,10,6,0,-415,1
29,10,0,0,-482,1
30,82,6,0,464,1
32,23,6,0,469,1
33,21,0,0,-423,1
34,32,0,1,-417,1
35,56,0,0,-439,1
36,13,6,1,434,1
37,49,6,1,472,1
38,9,6,1,483,1
40,3,6,0,-464,1
41,73,0,0,-496,1
42,98,0,0,-478,1
43,55,0,1,-418,1
44,90,3,1,-458,1
46,28,0,0,-459,1
47,40,6,1,404,1
48,26,6,1,436,1
1,92,2,1,465,0
2,35,5,1,453,0
3,43,2,0,-424,0
4,86,1,1,435,0
5,82,2,1,497,0
7,26,6,0,-411,0
8,81,1,1,436,0
9,75,0,1,-427,0
11,97,0,1,-421,0
12,40,6,0,-410,0
13,10,6,1,441,0
14,69,4,0,-427,0
15,82,0,0,421,0
17,33,5,1,440,0
18,87,5,1,411,0
19,52,5,0,-431,0
20,18,5,0,489,0
21,98,0,1,438,0
22,64,0,1,-454,0
24,62,5,1,496,0
25,10,6,1,489,0
27,66,0,1,-416,0
28,32,0,0,-450,0
29,68,6,1,490,0
30,59,2,0,-454,0
32,99,3,0,-446,0
33,29,6,0,-410,0
34,63,0,1,-484,0
35,90,5,0,-428,0
36,52,4,1,404,0
37,13,6,1,435,0
38,60,6,1,423,0
40,98,0,0,471,0
41,95,0,1,-460,0
42,59,6,1,462,0
43,99,0,0,-454,0
44,34,6,1,410,0
46,88,0,0,474,0
47,63,6,0,-497,0
48,76,0,0,486,0
1,59,5,0,495,1
2,84,6,1,-428,1
3,96,5,1,-495,1
4,44,1,1,469,1
5,7,0,0,-456,1
7,69,0,1,412,1
8,4,0,0,-448,1
9,13,0,1,420,1
11,7,0,0,-459,1
12,47,4,1,-493,1
13,93,3,1,420,1
14,60,1,1,425,1
15,87,5,1,-435,1
17,40,6,0,434,1
18,12,1,0,-418,1
19,97,6,0,464,1
20,81,0,0,-416,1
21,47,5,1,-461,1
22,88,0,0,-413,1
24,40,0,0,-495,1
25,17,0,0,-469,1
27,3,0,0,-408,1
28,90,3,1,447,1
29,11,0,0,-452,1
30,27,6,0,475,1
32,55,1,0,-425,1
33,65,6,0,403,1
34,55,6,1,-401,1
35,98,6,0,436,1
36,73,6,1,-486,1
37,70,2,0,-442,1
38,21,0,0,-492,1
40,80,1,1,485,1
41,24,0,1,461,1
42,28,0,0,-421,1
43,62,1,0,-407,1
44,10,6,1,-473,1
46,57,5,0,425,1
47,51,2,0,-402,1
48,77,6,1,-500,1
1,18,0,0,-422,0
2,4,0,1,408,0
3,53,1,1,418,0
4,70,1,1,427,0
5,82,0,0,-419,0
7,91,5,1,-490,0
8,64,6,0,483,0
9,19,0,1,435,0
11,43,0,1,428,0
12,94,2,1,429,0
13,46,0,0,-485,0
14,12,6,1,-484,0
15,57,1,1,448,0
17,96,3,1,460,0
18,80,2,0,-460,0
19,17,0,0,-438,0
20,90,2,0,-461,0
21,3,0,1,491,0
22,6,0,0,-464,0
24,58,1,1,467,0
25,8,0,1,412,0
27,12,0,0,-494,0
28,80,3,1,416,0
29,30,0,1,469,0
30,4,0,0,-425,0
32,86,6,0,447,0
33,52,1,0,-461,0
34,75,6,1,-487,0
35,1,0,0,-443,0
36,78,2,0,-420,0
37,23,0,0,-462,0
38,20,0,0,-402,0
40,54,0,0,-495,0
41,89,6,1,-461,0
42,85,4,0,-478,0
43,20,0,1,479,0
44,53,1,1,444,0
46,96,6,1,-495,0
47,26,6,1,-460,0
48,19,0,0,-486,0
1,57,6,0,-431,1
2,28,6,0,-453,1
3,6,6,0,-494,1
4,63,6,1,473,1
5,48,6,1,415,1
7,52,6,1,433,1
8,58,6,1,-455,1
9,82,6,0,403,1
11,80,6,0,403,1
12,27,6,1,491,1
13,43,6,0,-439,1
14,95,6,1,436,1
15,11,6,0,-440,1
17,21,6,0,-442,1
18,70,6,0,-439,1
19,55,5,1,459,1
20,74,6,1,-409,1
21,97,6,0,467,1
22,84,6,1,480,1
24,28,6,0,-408,1
25,81,6,0,-477,1
27,16,6,0,-447,1
28,87,6,0,489,1
29,22,6,1,478,1
30,48,6,1,-475,1
32,19,6,0,-445,1
33,29,6,0,-483,1
34,68,6,0,415,1
35,72,6,1,406,1
36,26,6,1,424,1
37,95,6,0,-427,1
38,23,6,1,469,1
40,24,6,1,455,1
41,91,6,1,405,1
42,40,6,0,-456,1
43,29,6,1,408,1
44,99,6,0,-443,1
46,33,6,1,402,1
47,17,6,0,-437,1
48,96,6,0,-444,1
1,88,0,0,-452,0
2,16,0,1,490,0
3,15,0,1,-458,0
4,44,0,1,487,0
5,18,0,0,-492,0
7,16,0,0,-440,0
8,65,0,0,-473,0
9,8,0,1,479,0
11,97,0,0,-424,0
12,16,0,0,-426,0
13,1,6,1,500,0
14,9,6,1,433,0
15,35,0,0,-471,0
17,54,0,0,-408,0
18,45,0,0,-435,0
19,35,0,0,-484,0
20,52,6,1,421,0
21,8,6,1,476,0
22,57,6,1,451,0
24,20,6,1,408,0
25,67,0,0,-454,0
27,73,0,0,-414,0
28,25,0,1,-490,0
29,40,0,0,-471,0
30,20,0,1,440,0
32,97,6,0,444,0
33,20,0,0,-445,0
34,75,6,1,468,0
35,7,0,1,454,0
36,32,0,0,-484,0
37,31,0,1,-495,0
38,31,0,1,426,0
40,33,6,1,440,0
41,35,6,0,-489,0
42,1,6,1,493,0
43,71,0,1,-403,0
44,66,6,1,424,0
46,62,0,1,-409,0
47,57,6,0,413,0
48,69,6,0,465,0
1,37,6,1,493,1
2,13,6,1,443,1
3,30,6,0,-475,1
4,55,6,1,491,1
5,87,3,0,-480,1
7,54,2,0,483,1
8,43,5,0,-483,1
9,96,6,0,459,1
11,99,6,1,475,1
12,9,3,0,426,1
13,22,3,1,470,1
14,48,4,1,411,1
15,15,4,0,-458,1
17,30,3,1,-486,1
18,30,3,1,400,1
19,96,6,1,434,1
20,14,6,1,431,1
21,44,6,1,455,1
22,81,4,1,401,1
24,57,6,0,431,1
25,46,5,0,412,1
27,53,6,0,494,1
28,91,6,0,481,1
29,10,4,0,-451,1
30,52,5,1,-454,1
32,74,4,0,457,1
33,31,5,0,-423,1
34,84,6,0,-482,1
35,73,3,1,-404,1
36,75,2,1,-449,1
37,68,6,1,431,1
38,23,6,1,462,1
40,13,5,0,-460,1
41,70,2,0,470,1
42,1,6,0,-464,1
43,99,6,1,404,1
44,98,3,1,464,1
46,64,1,1,-480,1
47,49,3,1,409,1
48,6,6,1,442,1
1,5,2,0,-418,0
2,3,2,0,-486,0
3,85,2,0,433,0
4,36,4,1,-473,0
5,98,0,0,-451,0
7,33,0,0,498,0
8,90,4,0,425,0
9,16,2,0,-437,0
11,36,3,1,460,0
12,37,1,0,-415,0
13,28,1,0,-444,0
14,45,6,0,-423,0
15,51,2,1,441,0
17,63,3,0,447,0
18,93,0,1,-403,0
19,85,6,0,473,0
20,18,6,0,-459,0
21,97,6,0,-437,0
22,23,6,1,497,0
24,96,0,1,-439,0
25,33,3,0,-453,0
27,38,0,0,-496,0
28,79,2,1,-431,0
29,73,2,1,417,0
30,36,0,1,-457,0
32,63,0,1,-408,0
33,42,3,1,483,0
34,12,2,0,-458,0
35,30,6,1,477,0
36,15,6,1,450,0
37,81,4,0,463,0
38,10,6,1,494,0
40,43,3,0,-473,0
41,22,6,1,444,0
42,28,0,0,-466,0
43,26,2,0,-421,0
44,34,3,0,-444,0
46,26,6,0,-468,0
47,79,2,0,-432,0
48,38,0,1,-446,0
1,72,6,1,475,1
2,46,6,0,-473,1
3,30,5,0,-413,1
4,25,5,0,-420,1
5,3,2,1,426,1
7,88,6,1,416,1
8,79,6,1,433,1
9,8,3,0,-454,1
11,99,6,0,401,1
12,44,6,0,-494,1
13,59,6,0,-466,1
14,44,6,1,486,1
15,66,6,0,-429,1
17,59,6,1,469,1
18,88,6,1,-416,1
19,19,6,0,-491,1
20,57,6,0,425,1
21,83,6,0,485,1
22,60,6,1,460,1
24,43,6,0,-404,1
25,32,6,1,428,1
27,96,6,1,429,1
28,11,6,0,-465,1
29,47,6,0,-468,1
30,88,6,1,490,1
32,63,6,1,-424,1
33,43,6,0,-467,1
34,66,6,0,-477,1
35,60,6,0,-484,1
36,26,6,0,431,1
37,9,6,0,-400,1
38,23,6,1,401,1
40,92,6,0,413,1
41,4,6,1,420,1
42,4,6,0,-498,1
43,94,6,1,484,1
44,42,6,1,498,1
46,7,6,0,-475,1
47,72,6,0,-493,1
48,43,6,1,472,1
1,39,0,0,-405,0
2,50,3,1,472,0
3,21,0,0,-404,0
4,43,0,0,-461,0
5,4,0,1,476,0
7,70,6,1,-469,0
8,4,0,1,402,0
9,44,3,0,401,0
11,9,1,0,-400,0
12,46,2,0,-414,0
13,44,2,0,-467,0
14,27,1,0,-494,0
15,97,6,0,453,0
17,44,5,1,-467,0
18,9,0,0,-442,0
19,46,6,1,-430,0
20,22,1,0,-443,0
21,49,5,1,-496,0
22,17,1,1,492,0
24,91,4,0,-476,0
25,55,2,0,-430,0
27,1,0,1,409,0
28,7,0,1,453,0
29,34,3,0,-472,0
30,83,6,0,458,0
32,39,6,1,-466,0
33,20,2,0,-461,0
34,15,1,0,-493,0
35,27,1,0,-407,0
36,22,1,0,-439,0
37,94,5,1,-498,0
38,47,3,1,435,0
40,80,5,0,-456,0
41,62,3,0,-410,0
42,25,2,0,-436,0
43,65,6,0,475,0
44,79,4,0,-458,0
46,4,0,0,-413,0
47,48,3,1,442,0
48,5,0,0,-404,0
1,51,6,1,440,1
2,25,6,1,486,1
3,85,1,1,-458,1
4,51,4,1,-406,1
5,53,0,0,-414,1
7,90,4,0,419,1
8,94,0,1,-472,1
9,65,0,0,-479,1
11,80,0,0,-418,1
12,83,6,1,477,1
13,72,6,0,431,1
14,95,0,0,-454,1
15,86,5,1,417,1
17,57,6,0,488,1
18,93,6,0,489,1
19,92,6,0,482,1
20,82,0,0,-497,1
21,55,5,1,420,1
22,42,6,0,480,1
24,14,6,1,497,1
25,77,6,1,422,1
27,37,6,0,453,1
28,35,6,1,404,1
29,90,5,1,467,1
30,59,6,0,436,1
32,47,1,0,-414,1
33,52,6,1,479,1
34,43,0,0,-430,1
35,47,6,1,491,1
36,99,0,1,-468,1
37,12,6,1,439,1
38,67,4,1,-408,1
40,85,4,1,-488,1
41,66,6,1,472,1
42,33,0,0,-465,1
43,77,6,0,410,1
44,93,4,1,-417,1
46,44,0,0,-402,1
47,50,0,1,-494,1
48,6,6,1,453,1
1,94,0,0,-459,0
2,82,1,0,-416,0
3,37,0,1,-459,0
4,72,5,1,460,0
5,9,0,1,-468,0
7,72,6,0,467,0
8,84,6,0,464,0
9,65,1,0,-456,0
11,26,6,1,413,0
12,65,6,1,490,0
13,96,6,0,475,0
14,92,6,1,447,0
15,8,6,1,409,0
17,30,6,1,438,0
18,24,0,1,-412,0
19,81,5,0,406,0
20,5,6,1,474,0
21,57,6,1,452,0
22,82,0,0,-400,0
24,78,0,1,-458,0
25,18,6,1,474,0
27,98,6,0,474,0
28,81,5,1,450,0
29,67,0,0,-481,0
30,28,1,0,-426,0
32,32,6,1,466,0
33,70,6,0,420,0
34,73,6,1,486,0
35,75,0,0,-496,0
36,75,0,0,-414,0
37,50,0,0,-491,0
38,11,0,0,-448,0
40,38,6,1,477,0
41,14,0,0,-424,0
42,92,6,1,428,0
43,58,5,1,464,0
44,41,6,1,456,0
46,71,6,1,465,0
47,93,6,1,407,0
48,47,0,0,-424,0
1,75,1,0,468,1
2,22,5,0,-475,1
3,75,5,1,-432,1
4,24,5,0,-420,1
5,27,6,0,407,1
7,84,6,1,432,1
8,21,6,0,-462,1
9,38,5,0,-428,1
11,23,5,0,-464,1
12,42,5,1,411,1
13,43,5,1,425,1
14,48,5,1,470,1
15,24,5,1,473,1
17,76,6,0,439,1
18,55,6,1,-474,1
19,23,4,0,-498,1
20,40,5,1,485,1
21,93,6,0,481,1
22,59,4,0,458,1
24,48,2,0,-412,1
25,16,6,0,500,1
27,41,4,1,401,1
28,44,3,1,431,1
29,90,5,1,433,1
30,91,5,1,497,1
32,50,6,0,432,1
33,98,4,1,497,1
34,68,5,1,467,1
35,75,5,0,-472,1
36,16,3,0,-422,1
37,86,5,1,442,1
38,90,6,1,-429,1
40,14,3,1,429,1
41,39,6,1,-475,1
42,60,3,1,430,1
43,84,6,0,448,1
44,47,6,0,458,1
46,86,5,1,-435,1
47,92,6,0,463,1
48,93,5,1,411,1
1,37,5,0,416,1
2,12,1,1,418,1
3,83,5,1,439,1
4,96,5,0,-411,1
5,85,2,0,-488,1
7,41,2,0,-404,1
8,95,5,1,403,1
9,60,3,0,-434,1
11,31,3,1,407,1
12,25,5,0,445,1
13,30,3,1,454,1
14,43,4,1,-473,1
15,27,1,0,-411,1
17,17,3,0,-408,1
18,71,2,0,-496,1
19,21,1,0,-417,1
20,39,2,1,490,1
21,25,1,1,402,1
22,20,1,0,-425,1
24,36,2,1,476,1
25,54,3,0,-400,1
27,15,1,0,-429,1
28,15,1,1,403,1
29,99,6,0,487,1
30,32,3,0,-418,1
32,5,0,1,486,1
33,96,6,1,-421,1
34,68,2,0,-495,1
35,1,0,1,476,1
36,67,3,0,-469,1
37,48,4,1,-400,1
38,47,3,0,-459,1
40,41,4,1,-488,1
41,80,2,0,-486,1
42,14,1,0,-463,1
43,25,2,0,-442,1
44,66,4,0,-428,1
46,70,3,1,500,1
47,85,2,1,408,1
48,36,6,1,-467,1
1,12,5,0,-457,1
2,50,2,0,-453,1
3,3,6,0,444,1
4,16,2,1,500,1
5,62,3,1,-406,1
7,56,4,0,448,1
8,52,3,1,486,1
9,33,2,0,-465,1
11,64,3,1,478,1
12,82,2,1,-404,1
13,63,4,0,434,1
14,31,2,1,414,1
15,30,1,1,482,1
17,96,4,1,473,1
18,86,2,1,410,1
19,48,2,1,473,1
20,5,0,0,-459,1
21,22,2,1,405,1
22,67,3,1,476,1
24,72,4,1,-500,1
25,66,3,1,439,1
27,70,4,1,-464,1
28,16,0,0,-488,1
29,45,5,0,494,1
30,57,3,1,417,1
32,44,4,1,-419,1
33,67,3,1,410,1
34,25,2,1,500,1
35,15,1,1,452,1
36,82,4,0,-469,1
37,43,3,1,496,1
38,4,0,1,433,1
40,46,4,1,463,1
41,60,3,1,411,1
42,19,5,0,488,1
43,49,4,1,-487,1
44,66,2,0,-464,1
46,27,1,1,411,1
47,26,2,1,424,1
48,79,4,1,470,1
1,13,6,1,400,1
2,42,6,1,455,1
3,57,6,0,-449,1
4,80,6,0,-463,1
5,60,6,1,489,1
7,76,0,1,-417,1
8,65,6,0,-481,1
9,46,6,0,-444,1
11,44,6,1,486,1
12,97,0,1,-427,1
13,10,6,0,-440,1
14,84,0,0,485,1
15,62,6,1,499,1
