n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr
9,87,4,1,414,0
11,75,1,0,-471,0
12,37,4,0,-482,0
13,37,5,0,-477,0
14,95,0,1,-487,0
15,78,2,0,-405,0
17,9,6,1,496,0
18,30,5,0,-446,0
19,82,0,1,-493,0
20,60,3,0,402,0
21,18,6,0,415,0
22,40,5,1,428,0
24,77,3,1,-407,0
25,52,4,0,-483,0
27,70,5,1,493,0
28,66,1,1,-429,0
29,34,4,1,435,0
30,54,1,1,-426,0
32,80,2,0,-441,0
33,34,5,0,472,0
34,34,5,0,-489,0
35,28,6,1,434,0
36,97,0,1,-401,0
37,89,4,0,455,0
38,97,0,1,-475,0
40,70,4,0,-490,0
41,84,1,1,-481,0
42,79,6,0,499,0
43,19,6,1,419,0
44,38,2,1,-458,0
46,31,5,1,496,0
47,19,1,1,-432,0
48,62,5,1,452,0
1,95,2,0,429,0
2,76,2,0,-497,0
3,42,4,0,415,0
4,27,6,0,-411,0
5,45,5,1,449,0
7,40,6,0,451,0
8,35,4,0,433,0
9,17,3,0,-494,0
11,20,6,1,498,0
12,65,5,1,465,0
13,84,4,0,-404,0
14,7,6,1,465,0
15,32,2,1,421,0
17,31,6,1,464,0
18,6,1,1,477,0
19,9,1,1,401,0
20,28,3,0,-483,0
21,36,6,1,480,0
22,31,6,1,423,0
24,77,2,1,474,0
25,34,6,1,422,0
27,36,6,1,478,0
28,82,0,0,406,0
29,43,2,1,426,0
30,20,4,0,-409,0
32,79,4,0,441,0
33,74,2,0,458,0
34,79,1,0,-437,0
35,13,6,1,468,0
36,81,5,1,490,0
37,72,4,0,-493,0
38,25,2,1,-448,0
40,88,4,1,481,0
41,74,5,1,479,0
42,62,3,0,420,0
43,17,3,1,443,0
44,15,6,1,494,0
46,28,6,0,-435,0
47,8,6,1,490,0
48,96,6,0,-418,0
1,99,0,0,484,0
2,66,0,0,-470,0
3,82,0,0,-458,0
4,11,0,0,-485,0
5,39,0,0,-403,0
7,58,0,1,423,0
8,18,0,0,-462,0
9,68,0,0,416,0
11,89,0,1,-495,0
12,69,0,1,-412,0
13,22,0,1,483,0
14,11,0,1,439,0
15,14,0,1,418,0
17,20,0,0,-459,0
18,99,0,1,410,0
19,89,0,1,480,0
20,32,0,0,-476,0
21,52,0,1,406,0
22,2,0,0,-418,0
24,52,0,0,-483,0
25,84,0,0,-427,0
27,4,0,0,-414,0
28,19,0,1,472,0
29,38,0,0,-400,0
30,26,0,0,-427,0
32,78,0,0,469,0
33,66,0,1,461,0
34,92,0,0,-458,0
35,66,0,1,-424,0
36,68,0,1,-407,0
37,41,0,0,479,0
38,47,0,0,425,0
40,89,0,0,410,0
41,94,0,1,400,0
42,54,0,1,434,0
43,88,0,0,-418,0
44,50,0,1,483,0
46,82,0,0,-441,0
47,25,0,1,451,0
48,37,0,0,-423,0
1,3,5,0,-479,0
2,33,5,0,-497,0
3,94,2,0,-430,0
4,37,3,1,427,0
5,80,2,1,-409,0
7,72,2,0,403,0
8,22,2,0,453,0
9,86,4,1,434,0
11,68,3,0,-411,0
12,60,4,0,-492,0
13,86,3,0,461,0
14,71,2,1,-496,0
15,12,1,0,-408,0
17,40,2,0,-457,0
18,86,4,1,451,0
19,7,1,1,424,0
20,46,3,1,440,0
21,11,2,1,-473,0
22,4,5,1,416,0
24,9,1,1,446,0
25,72,4,0,486,0
27,91,4,1,419,0
28,71,3,1,455,0
29,52,2,0,-402,0
30,80,2,1,424,0
32,52,5,1,466,0
33,67,1,0,-489,0
34,39,2,0,-412,0
35,27,3,1,499,0
36,67,2,1,462,0
37,85,3,0,-416,0
38,31,3,0,-488,0
40,12,5,1,406,0
41,53,5,0,410,0
42,24,2,0,478,0
43,38,3,1,456,0
44,26,2,0,-431,0
46,15,2,0,-473,0
47,53,3,1,489,0
48,80,2,1,-447,0
1,72,4,0,-493,1
2,56,3,0,-490,1
3,33,2,0,-420,1
4,40,4,1,421,1
5,29,6,0,429,1
7,60,4,1,459,1
8,26,6,0,411,1
9,17,2,0,-477,1
11,93,6,0,-488,1
12,44,5,1,-486,1
13,99,6,1,404,1
14,16,1,0,-462,1
15,72,5,1,464,1
17,95,4,0,461,1
18,45,4,0,-477,1
19,33,5,0,406,1
20,44,5,0,418,1
21,60,4,0,410,1
22,79,3,0,467,1
24,66,6,1,497,1
25,38,3,1,479,1
27,90,5,0,-496,1
28,59,4,1,434,1
29,6,1,1,486,1
30,37,4,1,-480,1
32,11,1,0,-426,1
33,82,5,0,-459,1
34,8,0,1,424,1
35,54,6,0,478,1
36,13,1,1,497,1
37,99,6,0,-484,1
38,22,2,0,-443,1
40,48,4,1,-483,1
41,66,5,1,458,1
42,82,5,0,-455,1
43,71,5,1,-464,1
44,30,3,0,-437,1
46,16,2,0,-470,1
47,61,5,0,420,1
48,22,3,1,401,1
1,52,3,1,465,1
2,55,3,1,414,1
3,61,2,1,457,1
4,98,0,0,-416,1
5,38,4,1,499,1
7,16,5,1,420,1
8,55,3,1,481,1
9,14,5,0,-483,1
11,98,0,0,-466,1
12,18,4,1,456,1
13,82,1,0,-424,1
14,18,4,0,-451,1
15,9,5,0,-408,1
17,7,5,0,-421,1
18,33,4,1,430,1
19,12,4,1,-402,1
20,37,3,1,493,1
21,28,4,1,-500,1
22,63,3,1,-405,1
24,3,6,1,446,1
25,56,4,0,445,1
27,7,3,0,-475,1
28,10,6,1,443,1
29,6,5,0,-466,1
30,98,0,0,-416,1
32,77,2,0,466,1
33,67,2,0,-433,1
34,16,5,0,461,1
35,60,3,0,-406,1
36,54,3,1,-468,1
37,4,6,1,478,1
38,18,5,1,483,1
40,15,4,0,-467,1
41,19,4,0,-486,1
42,97,2,0,448,1
43,60,3,0,-474,1
44,48,4,0,493,1
46,75,2,1,413,1
47,91,1,0,-500,1
48,89,2,0,446,1
1,38,6,1,418,1
2,43,6,1,-426,1
3,18,6,1,-452,1
4,57,6,1,422,1
5,87,6,0,420,1
7,49,6,1,489,1
8,70,6,0,444,1
9,5,6,0,-500,1
11,85,6,1,-476,1
12,32,6,1,440,1
13,15,6,1,-470,1
14,44,6,0,-433,1
15,29,6,0,-431,1
17,30,6,0,-406,1
18,59,6,0,451,1
19,25,6,0,-450,1
20,96,6,0,-494,1
21,94,6,0,-459,1
22,28,6,0,-447,1
24,67,6,0,-487,1
25,89,6,1,453,1
27,85,6,1,-444,1
28,89,6,1,-464,1
29,90,6,1,-481,1
30,89,6,0,-405,1
32,70,6,1,-402,1
33,55,6,0,-491,1
34,46,6,0,493,1
35,99,6,0,-446,1
36,85,6,1,442,1
37,5,6,1,446,1
38,92,6,1,-423,1
40,48,6,1,-408,1
41,72,6,0,-403,1
42,53,6,0,415,1
43,27,6,1,487,1
44,86,6,0,-447,1
46,58,6,0,-440,1
47,58,6,0,-449,1
48,12,6,0,-473,1
1,71,6,1,-486,1
2,57,5,0,-423,1
3,53,4,0,-406,1
4,64,6,0,-458,1
5,15,2,1,494,1
7,52,5,0,-484,1
8,51,6,1,-401,1
9,65,5,0,-438,1
11,49,0,0,-428,1
12,98,6,0,496,1
13,25,2,1,-435,1
14,10,3,1,487,1
15,27,4,1,400,1
17,29,2,0,469,1
18,15,2,0,-483,1
19,2,0,1,407,1
20,75,4,1,441,1
21,66,4,0,-486,1
22,45,2,1,436,1
24,83,6,0,-464,1
25,53,2,1,469,1
27,43,1,1,476,1
28,29,5,0,-407,1
29,99,5,1,452,1
30,46,1,0,-435,1
32,38,4,1,454,1
33,61,3,0,-453,1
34,62,4,1,414,1
35,18,2,1,431,1
36,19,1,0,-476,1
37,90,5,0,-479,1
38,1,2,1,442,1
40,29,5,1,436,1
41,90,4,1,-478,1
42,36,2,1,478,1
43,35,1,0,-444,1
44,79,6,1,442,1
46,55,3,1,484,1
47,2,2,1,-413,1
48,49,2,1,422,1
1,81,5,1,425,1
2,48,6,0,435,1
3,20,3,1,451,1
4,20,4,0,-424,1
5,94,5,0,-405,1
7,24,3,1,468,1
8,94,6,1,-489,1
9,18,2,0,-413,1
11,45,4,0,-401,1
12,40,4,0,-430,1
13,60,5,1,493,1
14,65,4,1,436,1
15,37,4,0,-420,1
17,31,4,0,-428,1
18,81,4,1,429,1
19,41,3,1,405,1
20,68,3,1,424,1
21,69,4,1,473,1
22,64,5,0,492,1
24,4,2,0,-406,1
25,39,4,1,400,1
27,97,5,1,426,1
28,56,4,0,-426,1
29,74,4,0,-444,1
30,81,6,0,497,1
32,60,4,0,-500,1
33,62,5,0,-500,1
34,91,5,1,472,1
35,81,3,0,-493,1
36,14,3,0,-416,1
37,63,3,0,-431,1
38,3,2,0,-445,1
40,81,5,1,439,1
41,74,4,1,416,1
42,87,5,1,417,1
43,40,3,0,-428,1
44,80,4,0,457,1
46,19,3,1,429,1
47,40,4,1,448,1
48,89,4,0,-451,1
1,85,6,1,441,1
2,5,6,1,455,1
3,52,6,0,-415,1
4,55,0,0,429,1
5,73,0,0,-417,1
7,66,0,1,-494,1
8,84,1,0,-434,1
9,2,6,0,-497,1
11,53,4,1,450,1
12,64,4,1,447,1
13,76,1,0,-484,1
14,36,0,0,487,1
15,78,6,0,-436,1
17,53,0,0,417,1
18,16,6,0,-441,1
19,85,0,1,-442,1
20,78,0,0,428,1
21,31,0,0,431,1
22,55,6,1,490,1
24,58,5,1,418,1
25,78,0,1,-482,1
27,77,0,0,442,1
28,26,6,0,-424,1
29,49,5,1,499,1
30,63,0,0,417,1
32,84,0,0,487,1
33,75,3,1,499,1
34,78,6,1,470,1
35,62,5,0,-450,1
36,92,5,1,458,1
37,51,5,1,482,1
38,19,6,1,412,1
40,47,0,1,-473,1
41,79,6,0,-424,1
42,13,6,0,-469,1
43,29,6,0,-470,1
44,5,6,1,418,1
46,24,6,0,-460,1
47,34,6,1,406,1
48,15,1,0,-411,1
1,14,6,0,-482,1
2,83,0,0,499,1
3,82,6,1,-496,1
4,72,4,0,-499,1
5,53,0,0,439,1
7,16,6,0,-474,1
8,97,6,0,-449,1
9,22,0,0,431,1
11,85,5,1,460,1
12,1,6,1,435,1
13,84,6,1,433,1
14,26,6,1,404,1
15,77,0,1,495,1
17,36,6,0,-412,1
18,2,6,0,-487,1
19,7,6,0,-496,1
20,31,6,1,444,1
21,65,0,0,432,1
22,63,0,0,464,1
24,71,5,1,-432,1
25,98,3,0,-453,1
27,63,6,1,470,1
28,92,0,1,-466,1
29,44,5,0,-456,1
30,46,6,1,450,1
32,99,6,0,-453,1
33,45,0,0,475,1
34,81,6,0,-435,1
35,70,6,1,459,1
36,7,6,0,-495,1
37,49,6,0,-407,1
38,73,0,1,-458,1
40,52,6,1,427,1
41,16,6,1,452,1
42,11,6,1,462,1
43,3,6,0,-467,1
44,34,5,0,-457,1
46,80,6,1,431,1
47,88,4,0,-486,1
48,35,6,1,-480,1
1,37,1,0,-497,1
2,22,1,0,-454,1
3,61,5,1,-471,1
4,60,5,1,499,1
5,44,5,1,458,1
7,46,2,0,-451,1
8,71,1,0,-454,1
9,91,5,1,421,1
11,46,2,0,-422,1
12,69,2,0,449,1
13,68,2,0,-427,1
14,30,1,0,-487,1
15,14,1,0,-498,1
17,19,1,0,-426,1
18,53,5,1,458,1
19,38,1,0,403,1
20,4,6,1,491,1
21,53,1,0,-453,1
22,78,2,0,-421,1
24,85,4,1,485,1
25,59,4,1,458,1
27,65,4,1,-497,1
28,33,1,0,-468,1
29,63,4,1,402,1
30,68,3,1,-496,1
32,78,3,1,-464,1
33,85,4,1,407,1
34,38,5,1,465,1
35,59,2,0,-418,1
36,8,6,1,433,1
37,34,5,1,430,1
38,39,4,1,449,1
40,29,5,1,424,1
41,82,2,0,-437,1
42,92,4,1,-406,1
43,9,2,0,-404,1
44,29,5,1,440,1
46,50,5,1,419,1
47,71,5,1,403,1
48,47,3,1,-469,1
1,75,5,0,495,1
2,97,2,0,-431,1
3,30,1,0,-415,1
4,15,1,1,456,1
5,10,0,0,-480,1
7,15,0,1,471,1
8,99,6,1,496,1
9,42,4,0,-458,1
11,69,5,1,-447,1
12,47,5,1,471,1
13,80,5,1,494,1
14,52,1,0,-480,1
15,27,1,0,-417,1
17,2,0,0,-411,1
18,78,2,0,-410,1
19,70,2,0,-416,1
20,67,5,1,454,1
21,92,6,0,425,1
22,92,6,0,446,1
24,24,6,1,-435,1
25,31,1,0,-483,1
27,76,6,0,487,1
28,10,0,1,475,1
29,49,4,1,491,1
30,17,1,1,494,1
32,95,6,1,-445,1
33,5,0,1,465,1
34,28,3,1,478,1
35,88,6,0,458,1
36,21,1,1,424,1
37,21,1,0,-440,1
38,92,6,0,482,1
40,82,6,1,483,1
41,6,0,1,414,1
42,87,6,0,483,1
43,47,4,1,449,1
44,82,6,0,498,1
46,34,3,1,-432,1
47,27,2,0,-463,1
48,5,0,0,-431,1
1,94,6,1,-475,1
2,37,2,0,-500,1
3,7,0,1,407,1
4,29,6,1,-443,1
5,70,2,1,427,1
7,48,3,0,-497,1
8,52,5,0,497,1
9,30,2,1,492,1
11,13,3,0,-409,1
12,93,1,0,410,1
13,88,1,0,474,1
14,48,6,1,-423,1
15,54,3,0,448,1
17,1,0,1,487,1
18,92,6,1,-499,1
19,52,6,1,-408,1
20,39,0,1,456,1
21,22,0,1,419,1
22,70,6,1,-449,1
24,46,0,1,490,1
25,62,6,1,-445,1
27,88,0,1,465,1
28,28,1,0,-427,1
29,38,4,1,424,1
30,1,0,1,497,1
32,96,2,0,445,1
33,72,4,1,-487,1
34,5,0,1,486,1
35,55,6,1,-441,1
36,19,3,1,405,1
37,32,2,1,406,1
38,11,4,1,478,1
40,50,3,0,-413,1
41,30,3,0,-479,1
42,49,2,1,402,1
43,94,6,1,-442,1
44,66,2,1,409,1
46,81,2,1,408,1
47,14,4,0,-469,1
48,55,3,1,455,1
1,2,0,1,435,1
2,61,5,1,425,1
3,14,6,0,-428,1
4,65,6,0,-421,1
5,57,6,0,-480,1
7,86,6,0,468,1
8,58,6,0,-429,1
9,18,5,0,-490,1
11,14,4,0,-435,1
12,34,5,1,447,1
13,13,5,1,445,1
14,13,6,0,-419,1
15,90,6,1,-489,1
17,85,3,1,410,1
18,52,6,1,-437,1
19,12,2,1,415,1
20,38,6,0,-416,1
21,13,6,0,-430,1
22,56,6,0,491,1
24,85,5,0,-414,1
25,15,5,1,483,1
27,7,2,0,-450,1
28,67,5,0,-414,1
29,72,4,1,472,1
30,9,4,1,457,1
32,38,4,0,-437,1
33,56,6,0,-420,1
34,32,3,1,498,1
35,81,6,1,493,1
36,30,4,1,456,1
37,35,4,1,479,1
38,99,6,0,484,1
40,70,5,1,430,1
41,14,6,0,-497,1
42,6,1,0,-410,1
43,26,4,0,-491,1
44,1,0,1,454,1
46,36,5,1,457,1
47,18,4,1,478,1
48,86,6,0,463,1
1,60,3,1,478,1
2,10,3,0,-428,1
3,5,3,1,497,1
4,74,6,1,-499,1
5,85,5,1,411,1
7,42,4,1,437,1
8,26,3,0,-427,1
9,41,5,1,413,1
11,88,6,0,488,1
12,48,6,0,429,1
13,23,3,1,421,1
14,29,5,0,436,1
15,55,5,0,499,1
17,43,3,0,-431,1
18,71,6,1,-415,1
19,41,3,1,466,1
20,63,4,0,-480,1
21,28,3,1,453,1
22,13,2,0,-406,1
24,41,3,0,-438,1
25,30,3,0,-499,1
27,16,6,1,-424,1
28,38,3,1,434,1
29,5,2,0,-458,1
30,80,3,0,-481,1
32,48,6,0,456,1
33,11,3,1,488,1
34,3,1,1,462,1
35,50,6,1,-495,1
36,70,5,1,-417,1
37,65,6,1,-472,1
38,22,3,1,465,1
40,86,4,0,-498,1
41,43,6,0,408,1
42,22,3,0,-404,1
43,85,6,1,-454,1
44,71,5,0,-426,1
46,30,4,1,433,1
47,35,3,1,402,1
48,44,3,0,-444,1
1,86,6,1,430,1
2,9,6,1,431,1
3,99,0,1,-432,1
4,11,6,1,455,1
5,84,0,1,-497,1
7,92,6,1,435,1
8,30,6,0,-483,1
9,60,6,1,436,1
11,66,0,1,-476,1
12,22,6,0,-415,1
13,54,6,1,475,1
14,87,6,0,-433,1
15,59,6,0,-469,1
17,57,6,0,-459,1
18,4,6,0,-428,1
19,93,6,0,-422,1
20,20,6,1,473,1
21,57,0,0,476,1
22,38,6,0,-494,1
24,20,6,0,-486,1
25,52,0,0,468,1
27,72,6,1,416,1
28,37,6,1,471,1
29,78,6,1,403,1
30,77,6,1,500,1
32,33,0,0,439,1
33,78,0,0,403,1
34,83,0,1,-455,1
35,55,6,0,-461,1
36,67,6,1,488,1
37,35,6,1,497,1
38,86,6,1,473,1
40,83,0,1,-471,1
41,35,0,1,-408,1
42,13,6,0,-455,1
43,23,6,0,-483,1
44,48,6,1,412,1
46,97,0,1,-412,1
47,80,0,0,408,1
48,47,6,0,-476,1
1,88,6,0,-492,1
2,40,6,1,401,1
3,91,6,1,-477,1
4,6,6,0,-427,1
5,47,6,0,-478,1
7,7,6,1,435,1
8,67,6,1,-494,1
9,35,6,1,469,1
11,57,6,1,-461,1
12,16,6,0,-450,1
13,39,6,1,413,1
14,84,6,1,-428,1
15,82,6,1,492,1
17,26,6,1,434,1
18,48,6,1,433,1
19,35,6,0,-412,1
20,24,6,0,-452,1
21,25,6,1,459,1
22,54,6,0,-476,1
24,98,6,1,-466,1
25,68,6,0,-429,1
27,84,6,1,475,1
28,6,6,1,405,1
29,67,6,0,402,1
30,83,6,1,432,1
32,65,6,0,-417,1
33,24,6,0,-418,1
34,12,6,1,467,1
35,36,6,0,-500,1
36,18,6,0,-449,1
37,74,6,1,480,1
38,31,6,1,408,1
40,14,6,0,-454,1
41,78,6,1,430,1
42,1,6,1,436,1
43,88,6,1,451,1
44,97,6,1,-456,1
46,23,6,0,-474,1
47,35,6,0,-414,1
48,29,6,0,-430,1
1,35,4,1,488,1
2,56,3,0,-493,1
3,16,3,0,-413,1
4,28,4,1,425,1
5,49,4,0,-486,1
7,45,4,0,-470,1
8,87,4,0,-400,1
9,26,6,1,-450,1
11,24,4,1,445,1
12,27,6,0,498,1
13,96,5,0,-496,1
14,77,6,1,-411,1
15,94,5,1,429,1
17,86,4,0,-470,1
18,71,6,1,-498,1
19,94,6,0,431,1
20,83,6,0,400,1
21,38,6,0,479,1
22,87,4,1,416,1
24,36,3,0,-445,1
25,31,4,0,-416,1
27,34,4,0,-438,1
28,63,4,0,-462,1
29,4,2,1,456,1
30,8,1,1,445,1
32,75,5,0,-417,1
33,47,4,1,481,1
34,41,3,1,404,1
35,38,3,0,-488,1
36,55,4,1,412,1
37,70,5,1,443,1
38,42,4,1,490,1
40,47,4,1,427,1
41,94,5,1,408,1
42,63,4,1,405,1
43,65,4,0,-419,1
44,98,6,0,480,1
46,49,4,0,-470,1
47,91,6,0,-423,1
48,5,1,0,-492,1
1,9,1,0,-442,1
2,11,2,1,476,1
3,18,6,0,459,1
4,95,3,1,420,1
5,34,6,1,-433,1
7,1,0,0,-429,1
8,90,6,0,479,1
9,54,0,1,490,1
11,6,0,1,444,1
12,71,3,1,-402,1
13,23,0,0,-416,1
14,41,2,0,-422,1
15,18,1,0,-465,1
17,36,2,1,442,1
18,75,1,1,492,1
19,3,1,1,466,1
20,54,2,0,-474,1
21,27,2,0,-470,1
22,16,2,0,-471,1
24,77,6,1,-440,1
25,42,3,0,-460,1
27,67,6,0,426,1
28,74,0,1,415,1
29,47,0,1,451,1
30,71,3,1,461,1
32,57,1,1,428,1
33,29,1,0,-485,1
34,43,1,1,419,1
35,32,1,0,-405,1
36,34,1,1,451,1
37,70,6,0,411,1
38,14,1,0,-401,1
40,28,1,1,447,1
41,7,1,1,405,1
42,69,1,1,431,1
43,87,6,0,413,1
44,66,6,0,499,1
46,47,1,1,456,1
47,82,1,0,-455,1
48,70,2,0,-474,1
1,94,6,1,-493,1
2,43,6,0,-491,1
3,48,6,1,427,1
4,19,6,0,-484,1
5,25,6,0,-447,1
7,33,6,0,-426,1
8,81,6,1,451,1
9,83,6,0,-453,1
11,54,6,1,427,1
12,2,6,1,418,1
13,36,6,0,-487,1
14,17,6,0,-449,1
15,26,6,1,465,1
17,98,5,1,410,1
18,45,6,1,481,1
19,86,6,1,-409,1
20,18,5,1,494,1
21,40,6,1,472,1
22,18,6,0,-481,1
24,69,5,1,468,1
25,39,6,0,-439,1
27,62,6,0,489,1
28,68,6,0,403,1
29,21,6,1,496,1
30,87,5,0,432,1
32,55,6,0,-408,1
33,39,6,0,-467,1
34,73,4,0,414,1
35,87,5,1,427,1
36,88,5,1,492,1
37,25,6,0,-489,1
38,11,5,1,406,1
40,86,5,1,491,1
41,16,5,0,-481,1
42,9,4,1,435,1
43,14,5,0,-421,1
44,63,6,1,452,1
46,98,6,0,-406,1
47,85,5,1,404,1
48,79,6,1,439,1
1,40,6,0,-485,1
2,18,6,0,-421,1
3,12,6,0,-492,1
4,50,6,0,-424,1
5,96,6,1,498,1
7,89,6,1,459,1
8,16,6,1,464,1
9,39,6,1,-414,1
11,77,6,1,-485,1
12,46,6,0,-435,1
13,13,6,1,494,1
14,70,6,0,430,1
15,59,6,0,-439,1
17,82,6,1,-420,1
18,24,6,0,-439,1
19,13,6,0,-486,1
20,82,6,0,-441,1
21,3,6,1,409,1
22,24,6,1,448,1
24,64,6,0,406,1
25,90,6,1,-485,1
27,16,6,0,-436,1
28,10,6,0,-432,1
29,42,6,0,-430,1
30,67,6,0,473,1
32,36,6,0,-428,1
33,19,6,1,458,1
34,19,6,0,-409,1
35,15,6,1,-453,1
36,51,6,1,413,1
37,58,6,0,-423,1
38,44,6,0,-499,1
40,47,6,1,449,1
41,95,6,1,-470,1
42,19,6,0,-412,1
43,66,6,0,454,1
44,38,6,1,484,1
46,8,6,1,476,1
47,45,6,0,483,1
48,20,6,1,404,1
1,94,2,1,439,1
2,27,2,0,-485,1
3,3,2,1,429,1
4,67,3,0,-493,1
5,49,2,1,476,1
7,18,2,1,431,1
8,95,3,0,-449,1
9,45,6,0,425,1
11,39,4,0,-429,1
12,26,2,0,-429,1
13,95,5,1,-411,1
14,26,6,0,466,1
15,28,2,0,-490,1
17,64,3,0,-496,1
18,13,1,0,-401,1
19,46,1,0,-473,1
20,84,5,1,479,1
21,82,1,0,-473,1
22,6,1,1,431,1
24,71,2,0,-457,1
25,33,6,1,-435,1
27,55,6,0,453,1
28,98,1,1,453,1
29,33,6,0,421,1
30,80,5,1,-440,1
32,71,2,0,-454,1
33,94,6,0,404,1
34,95,2,0,-466,1
35,76,3,0,-463,1
36,87,6,0,449,1
37,7,2,1,415,1
38,36,4,1,495,1
40,37,6,0,456,1
41,95,5,1,-431,1
42,60,3,1,432,1
43,59,2,0,-419,1
44,40,3,0,-437,1
46,80,5,1,-480,1
47,47,6,0,460,1
48,82,1,1,408,1
1,18,1,1,408,1
2,37,2,1,410,1
3,69,1,0,-483,1
4,28,1,1,487,1
5,47,3,1,471,1
7,32,2,0,-410,1
8,25,1,0,-491,1
9,67,5,1,497,1
11,58,1,0,-420,1
12,18,0,1,450,1
13,74,2,1,491,1
14,16,1,1,473,1
15,6,0,0,-438,1
17,17,0,1,490,1
18,1,0,1,454,1
19,94,6,1,483,1
20,42,3,1,451,1
21,53,4,1,414,1
22,62,1,0,-405,1
24,15,6,0,445,1
25,91,0,1,464,1
27,55,5,1,-458,1
28,95,0,1,-400,1
29,66,2,0,404,1
30,15,0,1,460,1
32,88,0,1,-478,1
33,98,6,1,427,1
34,62,5,1,469,1
35,37,4,0,494,1
36,60,5,0,426,1
37,77,1,0,461,1
38,46,3,1,484,1
40,81,5,0,473,1
41,49,5,0,499,1
42,26,1,1,422,1
43,21,1,1,416,1
44,81,5,1,413,1
46,80,6,0,-462,1
47,31,1,0,-485,1
48,95,6,0,-491,1
1,95,6,1,-401,1
2,51,6,1,471,1
3,72,6,1,-424,1
4,69,6,0,-429,1
5,65,6,0,-485,1
7,88,6,1,439,1
8,75,6,1,-462,1
9,51,6,0,-428,1
11,11,6,0,447,1
12,73,6,0,-485,1
13,91,6,1,421,1
14,60,6,1,473,1
15,90,6,1,414,1
17,38,6,0,-444,1
18,3,6,0,-415,1
19,60,6,1,443,1
20,57,6,0,-461,1
21,14,6,1,486,1
22,16,6,1,431,1
24,79,6,0,-470,1
25,46,6,1,496,1
27,61,6,0,-425,1
28,65,6,0,425,1
29,88,6,1,449,1
30,4,6,1,449,1
32,24,6,1,494,1
33,75,6,0,-415,1
34,7,6,0,-436,1
35,37,6,1,413,1
36,28,6,1,499,1
37,37,6,1,427,1
38,60,6,0,-424,1
40,98,6,0,480,1
41,24,6,1,450,1
42,27,6,0,-409,1
43,84,6,0,-478,1
44,41,6,1,-466,1
46,77,6,1,415,1
47,84,6,1,-451,1
48,61,6,0,441,1
1,68,5,0,-450,1
2,22,6,0,463,1
3,75,5,1,484,1
4,86,5,1,424,1
5,40,2,1,431,1
7,98,6,0,441,1
8,80,5,0,-442,1
9,51,4,1,-424,1
11,6,0,0,-419,1
12,55,3,0,-428,1
13,8,0,1,459,1
14,30,2,0,-447,1
15,55,3,0,-463,1
17,65,4,0,-444,1
18,91,6,0,-425,1
19,75,5,0,-438,1
20,83,6,0,441,1
21,78,5,0,427,1
22,29,1,1,497,1
24,17,1,1,480,1
25,27,2,1,473,1
27,17,0,0,-496,1
28,43,3,0,-440,1
29,63,4,0,-449,1
30,77,5,1,453,1
32,31,2,0,-470,1
33,98,6,0,-469,1
34,96,6,0,466,1
35,88,5,1,-406,1
36,75,5,1,-449,1
37,11,0,1,411,1
38,66,4,0,457,1
40,9,0,1,429,1
41,12,3,0,467,1
42,78,5,0,-481,1
43,59,4,0,430,1
44,23,2,0,-438,1
46,1,0,1,413,1
47,69,4,1,487,1
48,15,1,0,-432,1
1,58,6,0,440,1
2,41,6,0,-420,1
3,54,6,0,-436,1
4,54,6,0,-425,1
5,88,6,1,435,1
7,24,6,1,449,1
8,50,6,0,466,1
9,22,6,1,443,1
11,12,6,1,447,1
12,52,6,1,-481,1
13,74,6,0,-422,1
14,77,6,0,455,1
15,56,6,1,-499,1
17,17,6,0,495,1
18,77,6,1,425,1
19,64,6,1,-452,1
20,27,6,0,-466,1
21,6,6,0,-448,1
22,5,6,1,416,1
24,29,6,0,-496,1
25,17,6,1,410,1
27,27,6,0,-431,1
28,49,6,1,442,1
29,92,6,1,446,1
30,28,6,1,481,1
32,5,6,0,-429,1
33,53,6,1,-462,1
34,82,6,0,-463,1
35,86,6,1,449,1
36,79,6,0,480,1
37,85,6,0,-440,1
38,56,6,0,-407,1
40,37,6,0,-436,1
41,6,6,1,472,1
42,31,6,1,422,1
43,87,6,0,-420,1
44,28,6,0,-469,1
46,29,6,1,416,1
47,80,6,1,-421,1
48,37,6,0,-422,1
1,33,6,1,495,1
2,60,6,0,441,1
3,25,6,1,416,1
4,77,6,0,-474,1
5,85,6,1,-491,1
7,71,5,1,461,1
8,30,5,1,432,1
9,62,6,0,430,1
11,3,4,0,-482,1
12,28,5,0,-458,1
13,55,6,1,454,1
14,9,4,0,-411,1
15,83,6,0,-449,1
17,48,6,0,-440,1
18,10,5,0,-435,1
19,88,6,1,-432,1
20,72,6,0,428,1
21,12,5,1,437,1
22,54,6,1,451,1
24,8,5,1,492,1
25,94,6,1,-437,1
27,81,6,1,433,1
28,58,6,0,-481,1
29,23,5,0,-455,1
30,80,6,1,-467,1
32,67,6,1,401,1
33,87,5,0,487,1
34,72,6,0,428,1
35,53,6,0,-486,1
36,61,5,0,-477,1
37,24,5,0,-413,1
38,88,6,0,-475,1
40,61,6,0,482,1
41,12,5,1,499,1
42,86,6,1,-433,1
43,22,6,1,442,1
44,81,6,1,-413,1
46,76,6,0,411,1
47,18,5,0,-480,1
48,43,6,0,-474,1
1,51,5,0,-434,1
2,32,6,1,445,1
3,75,6,1,-412,1
4,44,5,0,-446,1
5,3,5,0,-435,1
