n_trial,uncertainty,seek,mc_model,Instr
2,60,6,482,0
3,48,6,445,0
4,41,6,465,0
5,36,6,489,0
7,38,6,481,0
8,2,6,-497,0
9,58,6,-460,0
11,39,6,-412,0
12,57,6,-430,0
13,20,6,428,0
14,45,6,-420,0
15,26,6,-472,0
17,56,6,498,0
18,20,6,-404,0
19,20,6,-476,0
20,49,6,485,0
21,73,6,408,0
22,57,6,-401,0
24,35,6,-455,0
25,60,6,-467,0
27,28,6,416,0
28,95,6,-440,0
29,28,6,-437,0
30,95,6,427,0
32,99,6,-464,0
33,17,6,420,0
34,74,6,448,0
35,66,6,-400,0
36,1,6,413,0
37,48,6,449,0
38,93,6,-454,0
40,10,6,435,0
41,42,6,497,0
42,38,6,416,0
43,20,6,430,0
44,72,6,484,0
46,27,6,-438,0
47,1,6,-451,0
48,36,6,-437,0
1,68,6,-491,1
2,44,6,-408,1
3,55,6,-444,1
4,85,6,-407,1
5,15,6,422,1
7,52,6,-427,1
8,12,6,490,1
9,31,6,-432,1
11,73,6,441,1
12,69,6,-493,1
13,94,6,408,1
14,25,6,-429,1
15,70,6,-467,1
17,78,6,-472,1
18,38,6,-488,1
19,15,6,-498,1
20,52,6,488,1
21,7,6,418,1
22,65,6,-497,1
24,75,6,459,1
25,77,6,404,1
27,85,6,-477,1
28,7,6,494,1
29,53,6,-495,1
30,42,6,488,1
32,90,6,-444,1
33,83,6,435,1
34,42,6,-475,1
35,56,6,414,1
36,51,6,407,1
37,98,6,-411,1
38,24,6,-448,1
40,34,6,-456,1
41,15,6,461,1
42,60,6,-460,1
43,3,6,419,1
44,70,6,476,1
46,1,6,-425,1
47,9,6,-434,1
48,5,6,442,1
1,5,6,-452,0
2,34,6,-489,0
3,2,6,463,0
4,58,6,-450,0
5,63,6,-457,0
7,42,3,478,0
8,80,6,444,0
9,95,6,444,0
11,49,6,457,0
12,3,0,470,0
13,54,6,498,0
14,3,3,452,0
15,34,4,457,0
17,38,6,440,0
18,12,6,462,0
19,1,6,-493,0
20,43,6,-422,0
21,6,6,440,0
22,42,6,423,0
24,12,3,489,0
25,85,6,465,0
27,80,6,-475,0
28,44,6,-404,0
29,73,4,470,0
30,15,5,456,0
32,69,3,492,0
33,18,3,424,0
34,38,3,-500,0
35,86,3,-476,0
36,81,3,452,0
37,22,3,445,0
38,58,6,452,0
40,73,3,455,0
41,11,3,-419,0
42,27,3,-485,0
43,52,3,-403,0
44,71,3,-477,0
46,68,3,-419,0
47,50,3,-421,0
48,50,3,-451,0
1,17,6,-454,1
2,45,6,-454,1
3,14,6,400,1
4,3,5,-481,1
5,16,5,-431,1
7,10,3,-464,1
8,67,6,430,1
9,89,6,-493,1
11,29,4,-485,1
12,12,5,-433,1
13,29,5,-437,1
14,30,5,-414,1
15,6,5,497,1
17,84,5,403,1
18,24,5,465,1
19,59,5,-435,1
20,18,4,427,1
21,57,4,409,1
22,73,5,479,1
24,52,5,-401,1
25,69,4,464,1
27,88,6,404,1
28,3,1,-449,1
29,1,0,-416,1
30,74,5,463,1
32,8,1,-488,1
33,74,2,-478,1
34,99,6,-428,1
35,69,5,-436,1
36,90,6,-422,1
37,65,6,471,1
38,84,6,-418,1
40,58,5,490,1
41,90,5,431,1
42,83,6,416,1
43,61,5,495,1
44,42,6,-449,1
46,40,6,-424,1
47,50,5,-451,1
48,35,6,406,1
1,71,2,-416,0
2,26,1,413,0
3,46,1,447,0
4,96,1,413,0
5,64,0,-480,0
7,88,0,-437,0
8,99,0,-486,0
9,9,0,-492,0
11,65,0,-454,0
12,62,0,-491,0
13,72,0,421,0
14,73,0,410,0
15,88,0,496,0
17,95,0,473,0
18,64,0,401,0
19,67,0,-426,0
20,23,0,-465,0
21,91,0,-452,0
22,40,0,436,0
24,71,0,-436,0
25,91,0,-406,0
27,19,0,-400,0
28,67,0,-459,0
29,42,0,-452,0
30,45,0,-496,0
32,97,0,-490,0
33,64,0,-419,0
34,73,0,-424,0
35,44,0,416,0
36,96,6,477,0
37,36,0,481,0
38,95,6,-475,0
40,24,0,-406,0
41,26,0,433,0
42,78,6,486,0
43,8,0,-474,0
44,91,6,457,0
46,86,0,-463,0
47,64,0,468,0
48,61,0,421,0
1,89,6,-488,1
2,98,6,-445,1
3,43,4,-455,1
4,62,5,-480,1
5,22,3,-485,1
7,83,6,-488,1
8,23,3,-404,1
9,28,4,-436,1
11,76,6,429,1
12,50,6,-451,1
13,7,2,-441,1
14,46,6,-470,1
15,4,5,-453,1
17,99,6,-447,1
18,86,6,-445,1
19,3,1,-470,1
20,21,4,-402,1
21,54,6,-491,1
22,7,1,-417,1
24,10,2,-477,1
25,96,6,-453,1
27,43,3,-462,1
28,59,5,-440,1
29,33,4,418,1
30,52,6,-432,1
32,13,6,435,1
33,76,6,404,1
34,26,4,-497,1
35,14,4,477,1
36,75,6,422,1
37,6,5,476,1
38,51,6,-410,1
40,42,5,487,1
41,57,5,431,1
42,63,6,-459,1
43,24,6,-474,1
44,30,6,453,1
46,88,6,427,1
47,84,6,-409,1
48,14,5,480,1
1,66,5,-454,0
2,20,1,-448,0
3,68,5,448,0
4,43,4,-418,0
5,79,5,439,0
7,17,0,421,0
8,63,3,-400,0
9,71,4,-419,0
11,30,4,451,0
12,24,3,457,0
13,36,4,-460,0
14,23,2,-461,0
15,38,4,-439,0
17,74,4,-421,0
18,79,5,-427,0
19,35,2,458,0
20,58,6,500,0
21,77,5,-416,0
22,50,4,473,0
24,29,2,-409,0
25,19,1,431,0
27,60,4,-431,0
28,5,0,-436,0
29,90,5,-446,0
30,70,4,480,0
32,39,4,422,0
33,60,4,479,0
34,66,5,407,0
35,89,5,473,0
36,16,0,-429,0
37,88,5,-481,0
38,21,2,415,0
40,46,4,466,0
41,72,4,-477,0
42,30,2,-484,0
43,25,1,-413,0
44,47,6,500,0
46,82,6,-445,0
47,98,6,416,0
48,56,3,-443,0
1,17,6,412,1
2,11,6,433,1
3,18,6,448,1
4,19,6,438,1
5,52,6,-416,1
7,61,6,421,1
8,58,6,481,1
9,52,6,450,1
11,10,6,-480,1
12,84,6,-448,1
13,71,6,-460,1
14,85,6,488,1
15,66,6,435,1
17,13,6,405,1
18,93,6,-474,1
19,76,6,-488,1
20,34,6,-455,1
21,5,6,-443,1
22,48,6,493,1
24,91,6,-464,1
25,81,6,451,1
27,25,6,483,1
28,38,6,421,1
29,82,6,474,1
30,26,6,-475,1
32,27,6,487,1
33,96,6,434,1
34,11,6,454,1
35,7,6,-489,1
36,51,6,-465,1
37,34,6,471,1
38,56,6,416,1
40,65,6,-453,1
41,16,6,486,1
42,52,6,-489,1
43,98,6,463,1
44,39,6,427,1
46,59,6,-409,1
47,59,6,439,1
48,90,6,-428,1
1,38,0,-490,0
2,73,0,427,0
3,48,6,-459,0
4,95,3,-433,0
5,89,0,-488,0
7,16,0,-491,0
8,72,0,494,0
9,13,0,409,0
11,63,0,-447,0
12,93,0,482,0
13,29,0,-500,0
14,22,0,-488,0
15,2,0,-450,0
17,82,0,-492,0
18,54,0,-419,0
19,15,0,423,0
20,46,0,-469,0
21,2,0,-482,0
22,11,0,458,0
24,18,0,427,0
25,22,0,447,0
27,67,0,422,0
28,22,0,422,0
29,75,0,-485,0
30,42,0,499,0
32,56,0,478,0
33,21,0,448,0
34,16,0,467,0
35,14,0,-441,0
36,96,0,-458,0
37,46,0,-466,0
38,72,0,455,0
40,87,0,-409,0
41,16,0,-479,0
42,84,0,484,0
43,84,0,473,0
44,48,0,-407,0
46,93,0,441,0
47,11,0,-459,0
48,77,0,437,0
1,28,6,-499,1
2,83,6,-419,1
3,31,6,-488,1
4,20,6,-436,1
5,66,6,-434,1
7,96,6,423,1
8,27,6,441,1
9,46,6,435,1
11,63,6,434,1
12,14,6,-450,1
13,24,6,496,1
14,44,6,-434,1
15,22,6,-420,1
17,46,6,423,1
18,2,6,-441,1
19,21,6,452,1
20,21,6,481,1
21,10,6,432,1
22,52,6,450,1
24,36,6,441,1
25,9,6,-473,1
27,62,6,-479,1
28,91,6,-448,1
29,33,6,491,1
30,11,6,-418,1
32,81,6,-428,1
33,3,6,-469,1
34,73,6,-465,1
35,80,6,-489,1
36,46,6,472,1
37,26,6,475,1
38,66,6,-420,1
40,17,6,460,1
41,70,6,405,1
42,16,6,-499,1
43,83,6,437,1
44,86,6,478,1
46,31,6,-406,1
47,36,6,413,1
48,64,6,-424,1
1,93,6,-412,0
2,93,6,-461,0
3,16,6,-443,0
4,53,6,442,0
5,14,6,-435,0
7,6,6,417,0
8,51,6,422,0
9,87,6,-448,0
11,94,6,-458,0
12,61,6,-492,0
13,20,6,-432,0
14,97,6,-440,0
15,62,6,490,0
17,47,6,414,0
18,29,6,-480,0
19,24,6,410,0
20,99,6,420,0
21,89,6,-453,0
22,31,6,-472,0
24,36,6,463,0
25,70,6,-482,0
27,95,6,-434,0
28,85,6,-464,0
29,24,6,-472,0
30,88,6,486,0
32,31,6,486,0
33,80,6,402,0
34,33,6,411,0
35,48,6,-454,0
36,86,6,454,0
37,67,6,487,0
38,96,6,-402,0
40,12,6,432,0
41,42,6,495,0
42,1,6,-417,0
43,90,6,454,0
44,35,6,-445,0
46,36,6,491,0
47,84,6,432,0
48,84,6,-424,0
1,80,6,-447,1
2,24,6,-414,1
3,46,6,-423,1
4,22,6,-401,1
5,39,6,-413,1
7,95,6,-452,1
8,43,6,-421,1
9,83,6,-410,1
11,55,6,470,1
12,95,6,498,1
13,88,6,455,1
14,85,6,-477,1
15,88,6,421,1
17,34,6,-403,1
18,38,6,-459,1
19,99,6,-482,1
20,35,6,-464,1
21,52,6,-492,1
22,24,6,-430,1
24,35,6,-477,1
25,6,5,488,1
27,62,6,453,1
28,76,6,-402,1
29,52,6,489,1
30,5,6,-442,1
32,4,6,-431,1
33,68,6,-484,1
34,68,6,-488,1
35,1,0,400,1
36,6,6,444,1
37,40,6,450,1
38,73,6,-422,1
40,37,6,490,1
41,32,6,431,1
42,72,6,-411,1
43,55,6,464,1
44,32,6,-427,1
46,51,6,446,1
47,88,6,-471,1
48,88,6,-483,1
1,2,0,-423,0
2,46,0,439,0
3,85,0,458,0
4,88,6,-423,0
5,81,6,-498,0
7,82,3,450,0
8,38,0,402,0
9,9,0,416,0
11,97,0,-407,0
12,77,0,-498,0
13,55,0,425,0
14,8,0,457,0
15,43,0,-453,0
17,46,0,404,0
18,80,0,480,0
19,61,0,479,0
20,22,0,-471,0
21,70,0,-449,0
22,41,0,419,0
24,73,0,449,0
25,98,6,409,0
27,69,0,424,0
28,79,0,456,0
29,46,0,426,0
30,10,0,433,0
32,19,0,418,0
33,95,0,-425,0
34,26,0,-407,0
35,36,0,495,0
36,97,0,409,0
37,39,0,-414,0
38,57,0,412,0
40,69,0,-451,0
41,61,0,474,0
42,10,0,405,0
43,89,0,-401,0
44,83,0,-409,0
46,62,0,-419,0
47,85,0,434,0
48,38,0,420,0
1,58,6,-416,1
2,38,6,431,1
3,9,6,473,1
4,3,6,467,1
5,22,6,-497,1
7,41,6,-485,1
8,46,6,444,1
9,98,6,464,1
11,40,6,-492,1
12,79,6,424,1
13,91,6,449,1
14,78,6,431,1
15,89,6,448,1
17,89,6,-486,1
18,70,6,476,1
19,54,6,-418,1
20,90,6,-474,1
21,48,6,-475,1
22,69,6,479,1
24,27,6,-411,1
25,84,6,-406,1
27,84,6,-469,1
28,44,6,-407,1
29,57,6,425,1
30,31,6,485,1
32,11,6,496,1
33,53,6,443,1
34,19,6,-450,1
35,15,6,-474,1
36,38,6,-476,1
37,65,6,435,1
38,75,6,-487,1
40,91,6,-424,1
41,20,6,480,1
42,22,6,-433,1
43,36,6,441,1
44,46,6,426,1
46,63,6,440,1
47,78,6,404,1
48,20,6,443,1
1,21,6,407,0
2,17,6,-496,0
3,94,6,-451,0
4,10,6,443,0
5,75,6,439,0
7,83,6,-477,0
8,97,6,-406,0
9,76,6,467,0
11,84,6,-481,0
12,71,6,-441,0
13,14,6,-445,0
14,40,6,493,0
15,94,6,-465,0
17,93,6,468,0
18,83,6,-421,0
19,32,6,425,0
20,68,6,-477,0
21,6,6,-430,0
22,4,6,-414,0
24,14,6,466,0
25,36,6,-462,0
27,43,6,-442,0
28,52,6,482,0
29,80,6,-440,0
30,85,6,498,0
32,35,6,-443,0
33,26,6,448,0
34,5,6,-444,0
35,19,6,-441,0
36,21,6,400,0
37,71,6,-404,0
38,68,6,-483,0
40,93,6,460,0
41,54,6,485,0
42,28,6,495,0
43,3,6,450,0
44,32,6,488,0
46,74,6,-457,0
47,43,6,445,0
48,21,6,422,0
1,49,6,-447,1
2,35,6,-429,1
3,34,6,-464,1
4,24,6,-434,1
5,36,6,-469,1
7,50,6,-409,1
8,86,6,-471,1
9,15,6,-438,1
11,71,6,424,1
12,20,6,-486,1
13,60,6,402,1
14,86,6,441,1
15,44,6,-492,1
17,41,3,-459,1
18,62,6,-472,1
19,52,6,405,1
20,75,6,477,1
21,10,3,459,1
22,60,6,452,1
24,69,6,-435,1
25,17,6,446,1
27,26,6,436,1
28,38,6,493,1
29,49,6,-493,1
30,93,6,499,1
32,62,6,-428,1
33,14,6,470,1
34,54,5,473,1
35,42,6,491,1
36,42,6,401,1
37,24,6,415,1
38,59,6,424,1
40,21,6,-447,1
41,95,6,-402,1
42,55,6,-488,1
43,33,6,-440,1
44,37,4,-467,1
46,77,6,437,1
47,80,6,459,1
48,90,6,-463,1
1,11,4,-455,0
2,64,6,-438,0
3,95,6,-487,0
4,69,6,-438,0
5,14,6,-495,0
7,54,2,-441,0
8,81,6,478,0
9,50,6,483,0
11,30,6,407,0
12,9,6,-433,0
13,69,6,487,0
14,39,6,456,0
15,57,6,411,0
17,32,6,-445,0
18,62,6,459,0
19,60,6,-460,0
20,77,6,437,0
21,93,6,-423,0
22,39,6,461,0
24,16,6,-449,0
25,17,6,-416,0
27,42,6,-456,0
28,38,5,490,0
29,66,6,422,0
30,45,6,473,0
32,39,6,-475,0
33,7,6,416,0
34,89,6,422,0
35,78,6,-499,0
36,84,6,414,0
37,23,6,-424,0
38,80,6,467,0
40,7,6,-482,0
41,26,6,-491,0
42,15,6,491,0
43,22,6,-441,0
44,92,6,489,0
46,11,6,436,0
47,21,6,-417,0
48,54,6,460,0
1,79,6,-457,1
2,41,6,-500,1
3,74,6,440,1
4,46,6,454,1
5,77,6,-447,1
7,65,6,-499,1
8,23,6,-464,1
9,43,6,-492,1
11,52,6,469,1
12,82,6,-423,1
13,15,6,-471,1
14,95,6,-490,1
15,72,6,-487,1
17,35,6,439,1
18,1,6,-490,1
19,59,6,-485,1
20,58,6,467,1
21,60,6,434,1
22,72,6,431,1
24,47,6,-488,1
25,93,6,417,1
27,37,6,497,1
28,35,6,-444,1
29,63,6,434,1
30,44,6,453,1
32,14,6,484,1
33,50,6,-455,1
34,90,6,-442,1
35,67,6,482,1
36,22,6,-489,1
37,92,6,404,1
38,82,6,498,1
40,32,6,469,1
41,59,6,-459,1
42,74,6,441,1
43,63,6,-455,1
44,85,6,423,1
46,49,6,-418,1
47,42,6,482,1
48,39,6,-415,1
1,66,6,497,0
2,74,6,467,0
3,30,6,444,0
4,25,6,475,0
5,48,6,412,0
7,88,6,410,0
8,61,6,-463,0
9,38,6,457,0
11,51,6,-427,0
12,69,6,416,0
13,52,6,472,0
14,80,6,450,0
15,40,6,483,0
17,56,6,-421,0
18,35,6,413,0
19,63,6,-447,0
20,8,6,436,0
21,43,6,484,0
22,21,6,-425,0
24,23,6,434,0
25,48,6,459,0
27,73,6,482,0
28,12,6,-486,0
29,7,6,467,0
30,70,6,-415,0
32,81,6,414,0
33,56,6,-424,0
34,88,6,-449,0
35,32,6,-482,0
36,26,6,423,0
37,8,6,-464,0
38,96,6,491,0
40,2,6,-409,0
41,22,6,-422,0
42,65,6,455,0
43,71,6,-439,0
44,74,6,-481,0
46,51,6,462,0
47,85,6,-427,0
48,73,6,469,0
1,8,5,-455,1
2,81,3,418,1
3,18,5,462,1
4,45,3,-407,1
5,39,5,-418,1
7,33,5,471,1
8,40,4,-483,1
9,90,5,-479,1
11,10,5,400,1
12,74,4,-429,1
13,36,4,-491,1
14,6,5,-482,1
15,89,4,-473,1
17,5,5,-425,1
18,30,4,405,1
19,39,4,401,1
20,62,5,-495,1
21,80,3,-451,1
22,26,5,426,1
24,78,5,-459,1
25,31,6,-486,1
27,40,6,-402,1
28,36,6,-477,1
29,12,5,452,1
30,56,4,410,1
32,70,4,439,1
33,81,6,-441,1
34,12,3,-472,1
35,96,6,442,1
36,95,6,-463,1
37,42,5,434,1
38,91,4,432,1
40,51,3,448,1
41,36,4,-424,1
42,28,5,475,1
43,71,5,432,1
44,82,2,-488,1
46,60,4,487,1
47,49,4,408,1
48,33,5,-494,1
1,61,2,465,0
2,82,1,447,0
3,98,0,-416,0
4,44,3,-416,0
5,47,3,446,0
7,41,3,-438,0
8,4,1,-417,0
9,55,5,491,0
11,70,5,466,0
12,64,6,-401,0
13,33,6,416,0
14,15,1,-459,0
15,90,3,412,0
17,12,2,-474,0
18,43,5,406,0
19,25,1,-454,0
20,78,4,425,0
21,64,6,445,0
22,63,4,405,0
24,19,5,420,0
25,77,4,-416,0
27,79,4,416,0
28,74,4,412,0
29,86,4,462,0
30,64,4,444,0
32,52,4,451,0
33,39,4,416,0
34,97,5,409,0
35,66,5,402,0
36,83,5,-438,0
37,2,6,490,0
38,10,4,465,0
40,27,4,499,0
41,51,4,-473,0
42,25,4,-429,0
43,76,4,-473,0
44,9,1,-496,0
46,26,5,484,0
47,38,5,-478,0
48,51,3,-474,0
1,97,6,-479,1
2,61,6,491,1
3,35,5,446,1
4,63,6,486,1
5,50,6,-438,1
7,67,6,-475,1
8,49,6,-427,1
9,1,1,455,1
11,35,6,-431,1
12,35,6,-475,1
13,24,6,454,1
14,60,6,470,1
15,77,6,-408,1
17,94,6,-476,1
18,65,6,416,1
19,80,6,-410,1
20,24,6,-467,1
21,80,6,-412,1
22,73,6,-466,1
24,75,6,-439,1
25,57,6,429,1
27,11,4,473,1
28,82,6,427,1
29,81,6,-403,1
30,38,6,-475,1
32,30,5,443,1
33,24,5,-448,1
34,35,6,443,1
35,98,6,458,1
36,68,6,-420,1
37,45,6,-463,1
38,17,6,473,1
40,77,6,408,1
41,55,6,417,1
42,88,6,495,1
43,21,6,441,1
44,69,6,-473,1
46,55,6,477,1
47,9,2,467,1
48,85,6,-456,1
1,69,6,-496,0
2,74,6,-475,0
3,59,6,401,0
4,73,6,-429,0
5,93,6,423,0
7,31,5,-473,0
8,69,6,492,0
9,24,5,-430,0
11,24,5,407,0
12,75,6,-470,0
13,39,6,432,0
14,20,4,491,0
15,16,4,-447,0
17,95,6,-484,0
18,91,6,467,0
19,6,4,-451,0
20,68,6,-457,0
21,98,6,447,0
22,47,6,-439,0
24,73,6,-401,0
25,45,6,-414,0
27,74,6,456,0
28,16,4,437,0
29,9,3,438,0
30,67,6,478,0
32,1,1,-442,0
33,92,6,-413,0
34,14,4,-427,0
35,97,6,-497,0
36,70,6,-438,0
37,13,4,413,0
38,78,6,430,0
40,52,6,-406,0
41,19,5,-449,0
42,46,6,-460,0
43,7,2,-417,0
44,61,6,407,0
46,12,4,-423,0
47,23,5,-451,0
48,54,6,406,0
1,14,6,440,1
2,20,6,-449,1
3,41,6,409,1
4,25,6,-468,1
5,47,6,-482,1
7,89,6,-490,1
8,66,6,487,1
9,42,6,-461,1
11,57,6,-403,1
12,81,6,472,1
13,97,6,472,1
14,10,6,474,1
15,72,6,492,1
17,17,5,-487,1
18,78,6,-481,1
19,47,6,-438,1
20,85,6,-423,1
21,7,6,-421,1
22,72,6,473,1
24,64,6,413,1
25,56,6,411,1
27,96,6,-409,1
28,30,6,455,1
29,38,6,-433,1
30,76,6,440,1
32,56,6,451,1
33,50,6,-479,1
34,68,6,-488,1
35,94,6,496,1
36,50,6,-466,1
37,66,6,-480,1
38,80,6,402,1
40,61,6,-443,1
41,40,6,455,1
42,87,6,437,1
43,18,6,402,1
44,79,6,464,1
46,83,6,-488,1
47,98,6,-495,1
48,62,6,414,1
1,68,6,500,1
2,19,6,-497,1
3,43,6,-449,1
4,3,6,-438,1
5,88,6,482,1
7,56,6,-468,1
8,35,6,475,1
9,22,6,-412,1
11,55,6,-432,1
12,89,6,-438,1
13,21,6,-464,1
14,72,6,-405,1
15,64,6,425,1
17,2,6,-409,1
18,4,6,-440,1
19,23,6,-476,1
20,18,6,484,1
21,41,6,414,1
22,33,6,452,1
24,68,6,492,1
25,56,6,460,1
27,28,6,-491,1
28,16,6,466,1
29,72,6,-402,1
30,42,6,-492,1
32,59,6,-400,1
33,17,6,437,1
34,78,6,-435,1
35,8,6,403,1
36,16,6,-492,1
37,12,6,499,1
38,3,6,-486,1
40,67,6,434,1
41,40,6,-467,1
42,46,6,476,1
43,3,6,490,1
44,48,6,459,1
46,92,6,451,1
47,28,6,401,1
48,65,6,-464,1
1,97,5,-464,0
2,4,2,467,0
3,92,6,-415,0
4,94,6,440,0
5,78,5,453,0
7,87,6,-404,0
8,89,6,412,0
9,35,5,-422,0
11,70,5,477,0
12,71,5,-436,0
13,71,5,409,0
14,14,3,-410,0
15,78,6,454,0
17,46,4,-423,0
18,4,6,-465,0
19,29,6,438,0
20,46,5,-447,0
21,1,6,-415,0
22,92,6,-420,0
24,99,6,483,0
25,97,6,450,0
27,6,6,-420,0
28,89,6,-499,0
29,29,6,-459,0
30,43,6,-410,0
32,59,6,-478,0
33,1,6,426,0
34,43,6,-490,0
35,29,6,-413,0
36,23,6,-487,0
37,55,6,490,0
38,42,6,408,0
40,39,6,430,0
41,47,6,-433,0
42,25,6,466,0
43,87,6,-464,0
44,52,6,-449,0
46,86,6,424,0
47,18,6,495,0
48,43,6,425,0
1,83,6,-413,1
2,85,6,435,1
3,37,6,-478,1
4,82,6,-480,1
5,95,6,-472,1
7,26,6,466,1
8,32,6,455,1
9,29,6,-483,1
11,16,6,447,1
12,58,6,476,1
13,5,6,424,1
14,81,6,472,1
15,27,6,418,1
17,48,6,-424,1
18,36,6,482,1
19,70,6,439,1
20,73,6,416,1
21,98,6,458,1
22,23,6,-452,1
24,42,6,-435,1
25,84,6,459,1
27,93,6,-458,1
28,53,6,-432,1
29,73,6,-447,1
30,51,6,-412,1
32,31,6,-415,1
33,28,6,-491,1
34,88,6,-476,1
35,42,6,486,1
36,12,6,479,1
37,79,6,-481,1
38,65,6,407,1
40,50,6,-438,1
41,28,6,-433,1
42,98,6,449,1
43,75,6,-492,1
44,63,6,-493,1
46,42,6,-438,1
47,55,6,469,1
48,54,6,-473,1
1,51,6,443,0
2,67,6,-447,0
3,7,6,-484,0
4,19,6,-414,0
5,2,6,475,0
7,90,6,481,0
8,2,0,437,0
9,16,0,-488,0
11,54,0,447,0
12,52,0,-401,0
13,41,0,-479,0
14,70,0,-407,0
15,18,0,401,0
17,5,0,487,0
18,9,0,497,0
19,2,0,-478,0
20,10,0,-449,0
21,54,0,-486,0
22,60,0,412,0
24,81,0,499,0
25,42,0,-484,0
27,15,0,455,0
28,44,0,433,0
29,50,0,424,0
30,1,0,-473,0
32,1,0,-464,0
33,71,0,-493,0
34,92,0,-456,0
35,88,0,420,0
36,99,0,463,0
37,49,0,-402,0
38,50,0,427,0
40,95,0,496,0
41,28,0,466,0
42,50,0,-408,0
43,70,0,458,0
44,52,0,-409,0
46,3,0,-444,0
47,88,0,460,0
48,79,0,-410,0
1,45,6,-458,1
2,32,6,442,1
3,4,6,489,1
4,52,6,-422,1
5,51,6,445,1
7,16,6,-479,1
8,42,6,463,1
9,85,6,-419,1
11,72,6,-470,1
12,95,6,417,1
13,96,6,457,1
14,47,6,443,1
15,16,6,-416,1
17,76,6,-419,1
18,37,6,467,1
19,12,6,472,1
20,17,6,-485,1
21,61,6,423,1
22,85,6,428,1
24,83,6,-445,1
25,75,6,-459,1
27,74,6,470,1
28,90,6,480,1
29,68,6,454,1
30,17,6,-498,1
32,58,6,500,1
33,34,6,437,1
34,81,6,403,1
35,51,6,-471,1
36,49,6,404,1
37,91,6,-481,1
38,44,6,-496,1
40,63,6,426,1
41,2,6,420,1
42,58,6,465,1
43,71,6,445,1
44,51,6,448,1
46,44,6,500,1
47,59,6,415,1
48,69,6,485,1
1,3,6,448,0
2,39,6,464,0
3,33,6,487,0
4,42,6,-470,0
5,32,6,402,0
7,91,6,477,0
8,2,6,477,0
9,38,6,-434,0
11,11,6,403,0
12,3,6,-489,0
13,89,6,471,0
14,63,6,-428,0
15,25,6,423,0
17,83,6,-484,0
18,50,6,-405,0
19,88,6,-400,0
20,32,6,-479,0
21,20,6,465,0
22,86,6,442,0
24,3,6,455,0
25,83,6,406,0
27,93,6,499,0
28,68,6,429,0
29,6,6,414,0
30,43,6,-461,0
32,69,6,-487,0
33,98,6,-424,0
34,80,6,-413,0
35,25,6,400,0
36,25,6,491,0
37,79,6,420,0
38,53,6,-456,0
40,28,6,-476,0
41,85,6,-422,0
42,30,6,-481,0
43,83,6,462,0
44,70,6,-490,0
46,43,6,-441,0
47,80,6,453,0
48,42,6,-450,0
1,55,6,453,1
2,75,6,-401,1
3,76,6,454,1
4,45,6,495,1
5,17,6,-425,1
7,67,6,425,1
8,51,6,434,1
9,86,6,497,1
11,25,6,499,1
12,56,6,-460,1
13,83,6,407,1
14,95,6,446,1
15,42,6,-433,1
17,81,6,-486,1
18,41,6,-416,1
19,91,6,-460,1
20,94,6,471,1
21,97,6,408,1
22,27,6,-470,1
24,30,6,-431,1
25,33,6,431,1
27,90,6,472,1
28,93,6,-439,1
29,45,6,435,1
30,44,6,-443,1
32,12,6,-460,1
33,69,6,-477,1
34,20,6,-400,1
35,14,6,426,1
36,40,6,-457,1
37,12,6,-494,1
38,98,6,-403,1
40,35,6,-425,1
41,74,6,-452,1
42,60,6,-456,1
43,54,6,448,1
44,56,6,-487,1
46,83,6,-483,1
47,39,6,-412,1
48,39,6,-420,1
1,47,6,461,0
2,67,0,471,0
3,29,0,-480,0
4,53,0,439,0
5,49,0,-494,0
7,34,0,-464,0
8,68,3,434,0
9,49,0,-422,0
11,14,0,419,0
12,7,0,-434,0
13,75,0,-458,0
14,50,0,-462,0
15,43,0,445,0
17,93,0,403,0
18,50,3,-485,0
19,69,0,-449,0
20,97,6,-408,0
21,57,6,-478,0
22,92,6,-410,0
24,31,4,401,0
25,15,6,-441,0
27,64,3,411,0
28,52,2,-414,0
29,29,2,-454,0
30,42,1,-446,0
32,46,6,-463,0
33,78,0,-491,0
34,80,0,-485,0
35,10,0,-408,0
36,83,3,471,0
37,37,5,-412,0
38,62,6,-488,0
40,18,5,-447,0
41,79,4,-493,0
42,77,4,498,0
43,29,4,433,0
44,33,1,-424,0
46,87,3,-416,0
47,96,4,442,0
48,98,3,460,0
1,83,6,-441,1
2,33,6,-463,1
3,26,6,-492,1
4,94,6,-465,1
5,70,6,497,1
7,33,6,490,1
8,95,6,-437,1
9,94,6,431,1
11,44,5,442,1
12,7,4,-472,1
13,70,6,-411,1
14,70,6,-420,1
15,36,6,-490,1
17,2,3,470,1
18,17,5,-457,1
19,13,4,-404,1
20,6,3,-487,1
21,46,6,-484,1
22,96,6,-454,1
24,73,6,418,1
25,7,3,411,1
27,9,3,403,1
28,17,5,-498,1
29,66,6,454,1
30,55,6,-422,1
32,14,4,-461,1
33,62,6,-435,1
34,48,6,-431,1
35,34,6,483,1
36,68,6,-419,1
37,91,6,-466,1
38,78,6,453,1
40,10,4,438,1
41,14,5,430,1
42,42,6,459,1
43,17,5,-454,1
44,81,6,-493,1
46,55,5,-451,1
47,98,6,-463,1
48,70,6,-409,1
1,27,6,485,0
2,97,6,450,0
3,4,3,405,0
4,20,4,-493,0
5,17,3,-493,0
7,64,5,-422,0
8,6,3,-477,0
9,74,5,-489,0
11,90,6,470,0
