n_trial,uncertainty,seek,mc_model,Instr
25,87,6,435,0
27,27,0,-492,0
28,9,6,495,0
29,7,6,464,0
30,72,6,441,0
32,16,0,-470,0
33,77,0,-444,0
34,16,0,-418,0
35,61,6,461,0
36,19,6,414,0
37,56,0,-496,0
38,11,6,476,0
40,50,6,444,0
41,77,6,500,0
42,34,6,477,0
43,78,0,-482,0
44,18,0,-480,0
46,11,0,-492,0
47,29,0,-400,0
48,24,6,426,0
1,74,6,418,0
2,86,6,-437,0
3,86,6,-459,0
4,31,3,484,0
5,16,0,-450,0
7,16,1,-409,0
8,82,6,-494,0
9,21,4,-463,0
11,65,5,-446,0
12,26,2,438,0
13,75,6,413,0
14,63,3,409,0
15,33,4,-498,0
17,94,6,-485,0
18,92,6,-422,0
19,45,5,465,0
20,67,6,-404,0
21,85,6,-496,0
22,20,1,483,0
24,38,4,-474,0
25,40,5,406,0
27,19,1,-426,0
28,60,5,-472,0
29,55,6,-496,0
30,46,6,-451,0
32,63,5,-492,0
33,92,6,-426,0
34,24,2,495,0
35,22,1,493,0
36,21,1,430,0
37,25,2,418,0
38,66,6,-437,0
40,16,0,491,0
41,9,0,-400,0
42,40,5,-446,0
43,52,5,440,0
44,53,6,-483,0
46,47,5,475,0
47,53,6,-439,0
48,16,0,427,0
1,13,5,-463,0
2,56,6,475,0
3,20,5,-424,0
4,58,6,-442,0
5,98,6,-466,0
7,36,6,490,0
8,82,6,-454,0
9,81,6,415,0
11,86,6,414,0
12,43,6,-491,0
13,26,6,451,0
14,10,6,402,0
15,8,6,479,0
17,91,6,495,0
18,80,6,-473,0
19,86,6,-437,0
20,77,6,460,0
21,88,6,447,0
22,8,6,-457,0
24,81,6,403,0
25,15,6,476,0
27,46,0,443,0
28,20,6,449,0
29,34,6,488,0
30,82,6,433,0
32,21,6,-473,0
33,82,6,442,0
34,53,6,491,0
35,34,6,402,0
36,91,6,-415,0
37,14,6,-444,0
38,26,6,-470,0
40,72,6,424,0
41,22,6,449,0
42,71,6,-492,0
43,23,6,-421,0
44,40,6,459,0
46,14,6,-439,0
47,87,6,411,0
48,65,6,424,0
1,37,6,494,0
2,60,6,415,0
3,82,6,-410,0
4,2,6,465,0
5,58,6,402,0
7,90,6,-418,0
8,62,6,410,0
9,37,6,-415,0
11,60,6,-495,0
12,83,6,-454,0
13,32,6,419,0
14,22,6,-409,0
15,32,6,419,0
17,87,6,-496,0
18,62,6,413,0
19,77,6,493,0
20,91,6,434,0
21,69,6,495,0
22,49,6,459,0
24,95,6,-460,0
25,6,6,494,0
27,39,6,400,0
28,94,6,-438,0
29,73,6,493,0
30,80,6,-447,0
32,17,6,424,0
33,70,6,469,0
34,72,6,-456,0
35,58,6,409,0
36,70,6,488,0
37,47,6,-402,0
38,77,6,420,0
40,68,6,-475,0
41,87,6,-464,0
42,2,6,429,0
43,49,6,476,0
44,27,6,-494,0
46,57,6,412,0
47,17,6,412,0
48,73,6,465,0
1,61,3,451,0
2,51,2,418,0
3,98,0,478,0
4,49,0,-469,0
5,60,0,-410,0
7,99,5,423,0
8,8,6,417,0
9,86,6,-403,0
11,51,6,460,0
12,97,4,451,0
13,61,5,486,0
14,80,2,-484,0
15,25,6,415,0
17,53,3,-447,0
18,62,6,427,0
19,81,4,436,0
20,63,5,471,0
21,84,2,-423,0
22,91,0,-448,0
24,90,5,-423,0
25,10,6,-407,0
27,24,6,476,0
28,79,6,465,0
29,30,2,-452,0
30,91,5,-497,0
32,97,4,-438,0
33,8,5,-453,0
34,92,5,-495,0
35,51,5,412,0
36,7,6,500,0
37,28,5,-480,0
38,83,4,-497,0
40,78,4,-427,0
41,72,5,436,0
42,10,3,-418,0
43,92,4,-454,0
44,77,5,-475,0
46,54,5,-494,0
47,97,5,432,0
48,70,6,452,0
1,70,0,486,0
2,19,5,-418,0
3,39,6,455,0
4,19,0,456,0
5,44,4,-475,0
7,64,2,-430,0
8,76,4,-434,0
9,76,0,475,0
11,36,1,-414,0
12,41,2,-441,0
13,68,0,-471,0
14,39,0,-464,0
15,66,3,427,0
17,35,4,421,0
18,71,0,-461,0
19,20,0,-454,0
20,6,6,421,0
21,93,0,440,0
22,85,0,-407,0
24,44,1,-476,0
25,48,4,418,0
27,89,4,-411,0
28,56,5,491,0
29,47,6,473,0
30,28,6,423,0
32,81,3,419,0
33,63,2,-417,0
34,46,2,-413,0
35,34,1,-487,0
36,41,0,-442,0
37,53,4,479,0
38,82,5,-485,0
40,55,3,459,0
41,69,1,458,0
42,48,2,-444,0
43,20,5,415,0
44,69,4,-440,0
46,35,4,470,0
47,77,6,-459,0
48,10,0,-445,0
1,5,4,473,0
2,87,6,421,0
3,35,6,433,0
4,4,6,-427,0
5,30,6,-428,0
7,79,6,-400,0
8,33,6,463,0
9,29,5,446,0
11,40,5,-461,0
12,5,4,432,0
13,3,4,482,0
14,8,6,-487,0
15,41,6,494,0
17,12,6,-478,0
18,27,5,-419,0
19,44,6,-456,0
20,63,6,479,0
21,79,6,-486,0
22,89,6,-429,0
24,19,5,459,0
25,74,6,-471,0
27,72,6,-400,0
28,87,6,-479,0
29,69,6,-446,0
30,34,6,472,0
32,79,6,-483,0
33,82,6,478,0
34,92,6,471,0
35,46,6,-412,0
36,1,4,-464,0
37,60,6,494,0
38,63,6,401,0
40,97,6,488,0
41,63,6,-451,0
42,37,6,-418,0
43,91,6,-466,0
44,34,5,-488,0
46,32,6,-426,0
47,82,6,490,0
48,32,6,-462,0
1,50,5,-410,0
2,61,6,-446,0
3,31,4,412,0
4,84,6,-437,0
5,12,3,-409,0
7,75,6,-433,0
8,53,6,500,0
9,19,4,-420,0
11,64,6,423,0
12,81,6,431,0
13,77,6,407,0
14,47,5,-431,0
15,96,6,490,0
17,76,6,475,0
18,99,6,408,0
19,76,6,437,0
20,49,5,-431,0
21,5,2,484,0
22,16,3,403,0
24,50,5,462,0
25,6,2,-485,0
27,84,6,474,0
28,57,6,-452,0
29,33,5,-453,0
30,74,6,-445,0
32,63,6,-450,0
33,58,6,-430,0
34,92,6,421,0
35,93,6,410,0
36,27,3,-432,0
37,22,5,438,0
38,57,6,411,0
40,78,6,422,0
41,84,6,-455,0
42,40,5,491,0
43,50,5,469,0
44,34,5,-469,0
46,55,6,483,0
47,93,6,451,0
48,34,5,400,0
1,82,4,431,0
2,97,5,482,0
3,91,6,404,0
4,74,5,422,0
5,42,6,491,0
7,50,6,-410,0
8,28,6,-442,0
9,11,3,464,0
11,66,3,-424,0
12,35,5,439,0
13,67,6,436,0
14,86,3,493,0
15,22,4,-434,0
17,76,5,453,0
18,1,6,-476,0
19,94,6,410,0
20,68,3,462,0
21,20,4,410,0
22,86,4,493,0
24,30,4,401,0
25,88,2,-498,0
27,46,5,485,0
28,42,5,-467,0
29,42,5,-410,0
30,71,6,-450,0
32,54,5,405,0
33,13,2,-454,0
34,84,2,430,0
35,57,3,417,0
36,71,4,-448,0
37,88,4,-441,0
38,41,4,487,0
40,56,4,-487,0
41,59,4,426,0
42,22,4,483,0
43,5,4,-400,0
44,1,5,427,0
46,1,4,-446,0
47,47,4,-450,0
48,84,4,429,0
1,49,0,-424,0
2,4,0,-488,0
3,13,0,475,0
4,51,6,458,0
5,22,0,-423,0
7,9,0,-479,0
8,30,6,-432,0
9,6,0,424,0
11,21,6,-496,0
12,96,6,435,0
13,39,6,477,0
14,58,6,459,0
15,35,0,-483,0
17,80,6,-483,0
18,77,6,464,0
19,55,6,494,0
20,78,6,-474,0
21,28,0,-481,0
22,80,6,-406,0
24,26,6,437,0
25,49,0,437,0
27,51,6,-460,0
28,58,0,446,0
29,39,0,-461,0
30,70,6,402,0
32,36,0,-500,0
33,11,0,-480,0
34,28,6,485,0
35,90,6,457,0
36,89,6,-456,0
37,69,6,490,0
38,70,6,416,0
40,25,6,426,0
41,6,0,-441,0
42,62,6,468,0
43,57,6,487,0
44,83,6,-449,0
46,39,6,-478,0
47,15,0,-496,0
48,58,6,485,0
1,83,6,-412,0
2,15,4,-434,0
3,33,5,-406,0
4,33,4,499,0
5,20,4,-435,0
7,25,4,-473,0
8,64,6,494,0
9,82,6,-439,0
11,9,1,420,0
12,56,6,-418,0
13,15,3,436,0
14,84,6,-430,0
15,38,5,-442,0
17,71,6,416,0
18,28,4,422,0
19,35,5,-443,0
20,99,6,496,0
21,82,6,419,0
22,30,5,-445,0
24,9,1,449,0
25,3,0,424,0
27,20,3,-456,0
28,64,6,-448,0
29,42,5,-426,0
30,49,6,447,0
32,46,6,-463,0
33,49,6,413,0
34,39,5,469,0
35,68,6,431,0
36,70,6,467,0
37,11,2,-471,0
38,40,5,409,0
40,32,5,464,0
41,63,6,-441,0
42,91,6,-475,0
43,24,5,462,0
44,59,6,437,0
46,37,5,402,0
47,85,6,456,0
48,16,4,401,0
1,92,0,456,0
2,80,0,415,0
3,80,0,-467,0
4,97,0,-455,0
5,4,0,-482,0
7,51,0,472,0
8,20,0,424,0
9,87,0,-489,0
11,11,0,458,0
12,24,0,421,0
13,25,0,442,0
14,68,0,492,0
15,11,0,441,0
17,58,0,-483,0
18,75,0,-418,0
19,73,0,-452,0
20,91,0,-469,0
21,74,0,414,0
22,18,0,437,0
24,97,0,485,0
25,42,0,-415,0
27,49,0,-468,0
28,87,0,-434,0
29,92,0,-430,0
30,81,0,459,0
32,69,0,-407,0
33,17,0,-464,0
34,83,0,-469,0
35,12,0,-500,0
36,46,0,401,0
37,75,0,-465,0
38,98,0,449,0
40,3,0,-448,0
41,84,0,-408,0
42,96,0,-451,0
43,86,0,466,0
44,16,0,-435,0
46,86,0,446,0
47,36,0,-408,0
48,36,0,-433,0
1,5,6,-455,0
2,85,6,421,0
3,81,6,-470,0
4,30,6,-474,0
5,37,6,475,0
7,37,6,451,0
8,50,6,426,0
9,58,6,455,0
11,88,6,472,0
12,13,6,-432,0
13,41,6,490,0
14,41,6,-479,0
15,53,6,-414,0
17,5,6,-414,0
18,70,6,498,0
19,8,6,485,0
20,75,6,-409,0
21,58,6,406,0
22,75,6,471,0
24,62,6,415,0
25,1,6,-448,0
27,39,6,439,0
28,92,6,444,0
29,81,6,-495,0
30,60,6,-452,0
32,18,6,402,0
33,85,6,-425,0
34,19,6,-409,0
35,4,6,-471,0
36,45,6,-450,0
37,44,6,466,0
38,31,6,-408,0
40,70,6,409,0
41,55,6,432,0
42,82,6,416,0
43,26,6,-468,0
44,48,6,-457,0
46,83,6,476,0
47,45,1,450,0
48,54,6,490,0
1,3,6,-465,0
2,78,3,-410,0
3,32,4,-406,0
4,92,6,-448,0
5,79,6,428,0
7,65,6,480,0
8,88,5,-420,0
9,97,6,-468,0
11,12,5,-408,0
12,36,6,-494,0
13,4,6,-440,0
14,45,6,481,0
15,89,6,409,0
17,20,6,-445,0
18,6,5,499,0
19,5,5,481,0
20,65,5,418,0
21,31,6,-456,0
22,43,6,-402,0
24,50,6,469,0
25,16,5,488,0
27,87,6,-429,0
28,93,6,-448,0
29,14,6,-475,0
30,60,6,-476,0
32,32,6,412,0
33,30,5,430,0
34,72,6,-483,0
35,42,6,409,0
36,6,5,454,0
37,97,6,-447,0
38,97,6,490,0
40,60,6,-497,0
41,38,6,453,0
42,96,6,-476,0
43,6,6,461,0
44,78,5,486,0
46,38,5,432,0
47,53,5,439,0
48,70,6,477,0
1,18,0,462,0
2,34,2,416,0
3,7,1,429,0
4,34,4,-477,0
5,85,6,478,0
7,81,6,-443,0
8,32,1,480,0
9,62,1,415,0
11,40,2,-485,0
12,35,2,-409,0
13,30,2,475,0
14,1,0,-485,0
15,41,4,-495,0
17,80,6,415,0
18,5,0,-445,0
19,14,1,445,0
20,13,1,459,0
21,39,1,436,0
22,64,5,-467,0
24,71,5,-415,0
25,48,4,-460,0
27,97,6,492,0
28,63,5,-498,0
29,83,5,-462,0
30,65,4,455,0
32,97,6,-449,0
33,49,6,-442,0
34,5,0,444,0
35,43,2,453,0
36,52,5,-427,0
37,44,1,442,0
38,1,0,487,0
40,8,0,488,0
41,15,0,472,0
42,10,1,-438,0
43,51,6,468,0
44,80,4,418,0
46,53,6,-452,0
47,60,6,433,0
48,67,6,-441,0
1,18,6,477,0
2,13,3,-453,0
3,34,5,500,0
4,50,3,-474,0
5,98,6,-440,0
7,38,2,-471,0
8,81,5,432,0
9,96,6,469,0
11,86,5,482,0
12,83,6,474,0
13,87,5,400,0
14,29,4,494,0
15,32,3,-494,0
17,55,2,-484,0
18,57,4,482,0
19,64,4,456,0
20,86,6,-469,0
21,77,6,-469,0
22,5,1,-467,0
24,69,5,439,0
25,30,4,433,0
27,22,3,-475,0
28,87,5,482,0
29,97,6,-403,0
30,97,5,-492,0
32,12,4,419,0
33,6,2,490,0
34,40,5,416,0
35,67,6,495,0
36,60,5,429,0
37,3,1,-402,0
38,88,5,475,0
40,63,4,467,0
41,77,3,-471,0
42,50,5,422,0
43,43,4,456,0
44,27,2,-494,0
46,89,4,489,0
47,30,2,-419,0
48,28,5,410,0
1,90,6,-425,0
2,71,0,-431,0
3,63,0,462,0
4,58,3,-488,0
5,33,0,497,0
7,38,0,411,0
8,72,0,-460,0
9,25,0,429,0
11,73,0,-439,0
12,16,0,435,0
13,34,0,-500,0
14,39,0,-484,0
15,78,0,-431,0
17,30,0,-445,0
18,35,0,452,0
19,5,0,-408,0
20,42,0,-437,0
21,69,0,425,0
22,68,0,431,0
24,57,0,-478,0
25,41,0,492,0
27,61,0,-437,0
28,49,0,476,0
29,76,0,-437,0
30,75,0,-419,0
32,52,0,-426,0
33,18,0,-452,0
34,52,0,494,0
35,43,0,-439,0
36,80,0,485,0
37,70,0,-403,0
38,93,0,-428,0
40,59,0,437,0
41,45,0,421,0
42,67,0,-440,0
43,84,0,-453,0
44,96,0,425,0
46,11,0,471,0
47,46,0,500,0
48,40,0,-443,0
1,13,0,-409,0
2,45,0,434,0
3,23,0,-422,0
4,24,0,409,0
5,84,0,419,0
7,38,0,-460,0
8,20,0,-413,0
9,69,0,-455,0
11,19,0,-475,0
12,57,0,496,0
13,48,0,-497,0
14,50,0,-400,0
15,58,0,-494,0
17,1,0,-409,0
18,60,0,402,0
19,43,0,-441,0
20,81,0,-451,0
21,34,0,500,0
22,3,0,463,0
24,8,0,-461,0
25,18,0,479,0
27,73,0,-461,0
28,73,0,421,0
29,15,0,486,0
30,2,0,468,0
32,61,0,-442,0
33,12,0,-414,0
34,78,0,412,0
35,23,0,-422,0
36,43,0,-426,0
37,37,0,475,0
38,54,0,469,0
40,53,0,-460,0
41,40,0,478,0
42,4,0,432,0
43,22,0,420,0
44,52,0,-423,0
46,13,0,422,0
47,93,0,-440,0
48,5,0,-422,0
1,86,4,432,0
2,47,2,-406,0
3,94,3,-459,0
4,88,2,-490,0
5,89,4,433,0
7,22,4,421,0
8,22,4,456,0
9,11,1,-403,0
11,63,2,-437,0
12,9,5,465,0
13,57,2,-408,0
14,83,1,-419,0
15,65,2,430,0
17,23,4,-464,0
18,29,3,-426,0
19,57,2,-498,0
20,38,4,439,0
21,75,2,415,0
22,73,1,-423,0
24,11,4,-406,0
25,59,4,407,0
27,49,2,-411,0
28,40,2,-425,0
29,54,4,433,0
30,19,5,447,0
32,33,2,446,0
33,87,2,-441,0
34,25,5,468,0
35,48,3,463,0
36,10,2,-477,0
37,24,3,495,0
38,3,4,-487,0
40,66,3,472,0
41,79,1,476,0
42,6,4,442,0
43,63,2,468,0
44,88,1,437,0
46,34,2,422,0
47,21,4,-482,0
48,27,4,460,0
1,7,6,499,0
2,61,6,-459,0
3,81,6,492,0
4,55,6,-492,0
5,38,6,493,0
7,74,6,-499,0
8,42,6,478,0
9,2,6,-400,0
11,6,6,420,0
12,78,6,-402,0
13,42,6,-432,0
14,72,6,434,0
15,43,6,494,0
17,77,6,-449,0
18,83,6,420,0
19,70,6,-466,0
20,5,6,-453,0
21,64,6,473,0
22,40,6,-488,0
24,5,6,-473,0
25,51,6,-473,0
27,92,6,-451,0
28,22,6,493,0
29,80,6,-472,0
30,42,6,495,0
32,92,6,-495,0
33,29,6,480,0
34,59,6,-486,0
35,47,6,-487,0
36,72,6,-414,0
37,73,6,-405,0
38,11,6,469,0
40,39,6,-437,0
41,11,6,-442,0
42,48,6,-435,0
43,16,6,498,0
44,51,6,425,0
46,98,6,-463,0
47,12,6,-469,0
48,88,6,-442,0
1,32,5,405,0
2,72,6,-490,0
3,41,4,-463,0
4,88,6,-402,0
5,98,6,-493,0
7,4,2,493,0
8,30,3,-457,0
9,5,2,466,0
11,16,4,-409,0
12,41,5,483,0
13,11,4,468,0
14,77,5,483,0
15,78,6,435,0
17,27,5,439,0
18,67,6,-486,0
19,13,5,412,0
20,94,6,476,0
21,72,6,418,0
22,29,5,-492,0
24,92,6,404,0
25,36,5,-479,0
27,25,4,410,0
28,45,5,436,0
29,6,2,441,0
30,98,6,453,0
32,37,5,499,0
33,90,6,412,0
34,22,5,-411,0
35,76,6,474,0
36,14,5,-472,0
37,22,5,-441,0
38,25,5,411,0
40,67,6,-440,0
41,25,5,461,0
42,92,6,459,0
43,67,3,-469,0
44,93,6,-417,0
46,19,5,-402,0
47,23,5,-480,0
48,62,6,419,0
1,63,4,-483,0
2,27,1,-419,0
3,78,4,-419,0
4,34,0,-400,0
5,49,5,457,0
7,41,6,405,0
8,76,1,437,0
9,70,3,-447,0
11,74,4,-496,0
12,71,4,-462,0
13,34,6,444,0
14,70,3,462,0
15,10,0,-489,0
17,85,1,460,0
18,46,0,-471,0
19,46,5,438,0
20,95,5,-447,0
21,58,4,474,0
22,42,5,481,0
24,46,5,437,0
25,85,3,-430,0
27,81,3,-468,0
28,2,0,-498,0
29,20,0,-457,0
30,56,2,407,0
32,5,0,-479,0
33,71,3,-452,0
34,74,1,499,0
35,32,1,-458,0
36,52,2,416,0
37,96,5,-476,0
38,54,3,429,0
40,28,0,-434,0
41,53,3,413,0
42,39,1,-431,0
43,15,5,410,0
44,33,0,-412,0
46,12,6,487,0
47,51,2,-447,0
48,79,1,464,0
1,81,5,-401,0
2,13,4,-422,0
3,67,6,410,0
4,28,4,451,0
5,99,6,-478,0
7,56,5,453,0
8,2,0,462,0
9,70,6,481,0
11,17,4,407,0
12,59,6,-442,0
13,94,6,407,0
14,25,5,-400,0
15,99,6,-489,0
17,28,5,495,0
18,22,5,402,0
19,63,6,-404,0
20,77,6,-488,0
21,82,6,403,0
22,61,6,411,0
24,29,5,407,0
25,27,5,491,0
27,65,6,500,0
28,1,0,-491,0
29,37,6,481,0
30,90,6,-449,0
32,10,4,-497,0
33,72,6,403,0
34,48,6,-409,0
35,43,6,-440,0
36,44,6,-430,0
37,87,6,-484,0
38,68,6,412,0
40,71,6,-447,0
41,54,6,-463,0
42,57,6,-461,0
43,29,5,-461,0
44,78,6,427,0
46,22,5,406,0
47,23,5,430,0
48,1,0,-495,0
1,48,2,-441,0
2,6,6,-417,0
3,64,2,-437,0
4,59,6,407,0
5,20,3,481,0
7,92,6,-486,0
8,1,6,-414,0
9,5,5,-443,0
11,65,5,434,0
12,21,3,-427,0
13,72,2,414,0
14,72,3,496,0
15,63,6,497,0
17,1,6,463,0
18,24,3,-408,0
19,33,3,-474,0
20,13,2,-443,0
21,69,5,491,0
22,99,6,-404,0
24,42,4,-462,0
25,15,4,-445,0
27,79,2,-494,0
28,84,2,429,0
29,59,2,-485,0
30,12,5,434,0
32,82,6,-492,0
33,7,4,-436,0
34,88,3,462,0
35,71,2,-402,0
36,68,4,454,0
37,46,5,-493,0
38,25,2,-481,0
40,8,2,421,0
41,78,2,-451,0
42,4,5,403,0
43,69,5,476,0
44,85,5,473,0
46,11,6,493,0
47,67,3,473,0
48,74,3,471,0
1,87,1,467,0
2,40,6,415,0
3,62,2,414,0
4,58,1,-433,0
5,88,0,415,0
7,44,6,446,0
8,69,0,-499,0
9,9,0,-417,0
11,66,3,-467,0
12,8,6,446,0
13,92,4,444,0
14,27,6,439,0
15,57,3,-473,0
17,58,4,482,0
18,94,6,434,0
19,30,1,-406,0
20,79,4,440,0
21,9,6,427,0
22,35,6,428,0
24,7,6,452,0
25,7,6,400,0
27,87,0,-465,0
28,95,1,496,0
29,67,3,429,0
30,91,0,-415,0
32,28,2,-431,0
33,66,2,491,0
34,91,4,-482,0
35,85,4,-459,0
36,8,6,447,0
37,3,0,-419,0
38,46,2,-474,0
40,62,4,424,0
41,94,3,-476,0
42,61,4,-454,0
43,98,2,454,0
44,54,2,-475,0
46,77,2,-423,0
47,70,3,486,0
48,37,4,483,0
1,3,3,467,0
2,96,3,-422,0
3,54,3,407,0
4,88,6,-418,0
5,79,6,445,0
7,96,6,-424,0
8,4,6,464,0
9,11,6,-458,0
11,95,6,431,0
12,85,6,-449,0
13,93,6,-443,0
14,81,6,-442,0
15,82,6,-455,0
17,17,6,442,0
18,72,6,-494,0
19,39,3,429,0
20,56,4,496,0
21,7,2,417,0
22,53,1,494,0
24,2,0,427,0
25,42,1,-421,0
27,77,6,476,0
28,57,6,407,0
29,60,6,-486,0
30,97,6,-436,0
32,17,5,497,0
33,31,3,-403,0
34,33,2,478,0
35,46,6,-433,0
36,41,4,-494,0
37,31,2,456,0
38,10,5,442,0
40,44,6,444,0
41,69,5,456,0
42,34,2,430,0
43,99,6,429,0
44,44,2,494,0
46,18,0,-439,0
47,32,4,439,0
48,74,4,-412,0
1,4,6,-490,0
2,53,6,483,0
3,56,6,-496,0
4,9,6,492,0
5,54,6,422,0
7,23,6,437,0
8,69,6,468,0
9,35,6,472,0
11,63,6,-476,0
12,8,0,412,0
13,17,3,496,0
14,54,6,-475,0
15,16,6,405,0
17,20,6,418,0
18,29,6,419,0
19,69,6,497,0
20,68,6,-468,0
21,57,6,432,0
22,87,6,430,0
24,64,6,-410,0
25,31,6,-440,0
27,8,6,-409,0
28,28,6,-491,0
29,13,6,439,0
30,6,6,446,0
32,10,6,-470,0
33,84,6,408,0
34,1,6,-418,0
35,92,6,496,0
36,29,6,-488,0
37,81,6,-419,0
38,79,6,-446,0
40,55,6,478,0
41,15,6,475,0
42,29,6,475,0
43,41,6,-467,0
44,7,6,469,0
46,97,6,453,0
47,66,6,-434,0
48,19,6,457,0
1,85,3,-460,0
2,93,4,487,0
3,54,3,-439,0
4,54,4,461,0
5,80,3,-465,0
7,47,3,407,0
8,83,3,-498,0
9,18,6,480,0
11,52,3,-493,0
12,7,3,430,0
13,75,3,-486,0
14,92,3,-433,0
15,56,3,-400,0
17,48,3,426,0
18,86,3,479,0
19,71,3,448,0
20,4,3,-473,0
21,4,3,-499,0
22,85,3,443,0
24,7,3,462,0
25,5,6,492,0
27,39,3,447,0
28,92,3,421,0
29,25,5,418,0
30,54,3,441,0
32,35,3,-452,0
33,12,2,-492,0
34,5,5,426,0
35,46,3,438,0
36,77,3,477,0
37,44,3,-439,0
38,49,3,478,0
40,71,3,-403,0
41,73,3,-445,0
42,63,3,-400,0
43,28,5,462,0
44,58,3,458,0
46,6,6,474,0
47,66,3,457,0
48,33,2,-419,0
1,43,6,-419,0
2,24,1,443,0
3,32,5,-497,0
4,21,2,481,0
5,42,5,456,0
7,74,6,442,0
8,29,4,-500,0
9,2,0,482,0
11,54,5,-420,0
12,25,4,451,0
13,35,5,-486,0
14,67,6,-494,0
15,65,6,-415,0
17,66,6,404,0
18,16,3,-445,0
19,3,0,440,0
20,51,6,-437,0
21,92,6,-499,0
22,50,6,457,0
24,10,0,445,0
25,41,5,407,0
27,7,0,449,0
28,4,0,-422,0
29,30,4,461,0
30,52,6,-468,0
32,33,6,-472,0
33,42,6,-419,0
34,90,6,-432,0
35,81,6,411,0
36,40,6,403,0
37,75,6,422,0
38,81,6,-483,0
40,74,6,-428,0
41,20,3,-477,0
42,11,1,-424,0
43,94,6,435,0
44,31,4,479,0
46,7,0,422,0
47,44,5,-479,0
48,23,4,-448,0
1,84,1,-417,0
2,62,3,429,0
3,14,1,495,0
4,45,4,-492,0
5,42,2,486,0
7,64,2,469,0
8,35,3,494,0
9,98,6,425,0
11,40,3,-461,0
12,71,1,-434,0
13,11,1,-402,0
14,20,4,-435,0
15,47,3,-426,0
17,33,2,-419,0
18,25,2,-487,0
19,35,3,420,0
20,96,6,-450,0
21,46,3,476,0
22,69,2,-462,0
24,22,2,-472,0
25,76,5,-419,0
27,71,2,426,0
28,47,3,428,0
29,91,5,-451,0
30,29,2,498,0
32,94,3,435,0
33,44,2,465,0
34,78,4,-430,0
35,40,2,422,0
36,17,1,-500,0
37,69,3,423,0
38,11,0,-453,0
40,64,3,431,0
41,50,3,-483,0
42,48,2,-492,0
43,8,4,442,0
44,81,4,477,0
46,76,4,500,0
47,25,3,440,0
48,18,2,413,0
1,86,2,455,0
2,36,2,-415,0
3,26,6,413,0
4,35,3,-491,0
5,77,4,-460,0
7,32,0,-422,0
8,83,5,-494,0
9,77,5,491,0
11,98,6,-421,0
12,67,5,458,0
13,11,0,-473,0
14,80,2,-447,0
15,84,3,481,0
17,31,5,494,0
18,76,4,-466,0
19,6,0,-406,0
20,4,6,425,0
21,80,4,-406,0
22,69,3,-427,0
24,99,2,418,0
25,48,5,459,0
27,17,5,438,0
28,26,4,416,0
29,71,4,452,0
30,11,5,453,0
32,89,4,-443,0
33,10,6,416,0
34,2,0,-476,0
35,48,5,446,0
36,50,3,-422,0
37,43,1,-414,0
38,65,2,-442,0
40,59,5,424,0
41,43,1,-481,0
42,79,3,423,0
43,6,0,-428,0
44,65,5,458,0
46,99,5,-473,0
47,89,3,439,0
48,89,3,484,0
1,24,4,-430,0
2,67,5,-431,0
3,46,3,480,0
4,41,4,488,0
5,93,4,-472,0
7,5,1,-437,0
8,20,3,427,0
9,74,4,463,0
11,63,4,462,0
12,17,4,-500,0
13,88,4,468,0
14,63,4,-483,0
15,21,4,464,0
17,18,3,500,0
18,19,2,-412,0
19,81,4,-475,0
20,75,4,489,0
21,3,1,477,0
22,82,3,454,0
24,35,4,-487,0
25,94,5,-453,0
27,21,3,-488,0
28,58,4,-500,0
29,54,5,-400,0
30,65,5,435,0
32,78,4,403,0
33,32,3,-409,0
34,73,5,-421,0
35,18,2,-496,0
36,46,3,497,0
37,11,2,-500,0
38,47,4,-497,0
40,65,4,454,0
41,90,5,-460,0
42,64,4,446,0
43,54,4,-421,0
44,9,2,-408,0
46,53,4,-401,0
47,38,3,-483,0
48,79,5,-493,0
1,81,6,-497,0
2,13,6,-466,0
3,64,2,461,0
4,42,2,-477,0
5,26,2,466,0
7,14,2,-495,0
8,92,2,465,0
9,27,2,435,0
11,92,2,-446,0
12,25,2,-411,0
13,51,2,-498,0
14,93,2,-413,0
15,82,2,-429,0
17,81,2,450,0
18,81,2,424,0
19,8,2,-445,0
20,21,2,481,0
21,38,2,412,0
22,95,2,-500,0
24,2,2,460,0
25,73,2,-444,0
27,73,2,-456,0
28,35,2,413,0
29,45,2,-493,0
30,35,2,431,0
32,22,2,-464,0
33,2,2,-447,0
34,79,2,434,0
35,7,2,-488,0
36,34,2,-481,0
37,48,2,426,0
38,78,2,415,0
40,37,2,-480,0
41,81,2,-471,0
42,33,2,-452,0
43,21,2,-417,0
44,66,2,-418,0
46,90,2,-411,0
47,33,2,-449,0
48,14,2,400,0
1,88,3,-431,0
2,72,6,-488,0
3,50,0,-400,0
4,79,3,401,0
5,46,4,446,0
7,42,3,468,0
8,72,4,494,0
9,78,4,431,0
11,1,0,-453,0
12,23,0,-498,0
13,40,6,455,0
14,30,4,456,0
15,75,3,427,0
17,97,0,413,0
18,41,0,-461,0
19,84,1,474,0
20,70,6,402,0
21,96,4,477,0
22,45,0,-472,0
24,16,3,474,0
25,71,0,-439,0
27,66,0,-442,0
28,11,6,445,0
29,74,0,-475,0
30,25,0,-457,0
32,86,3,-452,0
33,17,6,496,0
34,20,6,474,0
35,11,0,-475,0
36,63,3,403,0
37,92,0,-415,0
38,34,0,-408,0
